time,acceleration x,acceleration y,acceleration z,gyroscope x,gyroscope y,gyroscope z
7.0104,2.6097,0.1341,-9.7851,0.0048,-0.0126,0.1908
7.0312,2.7031,0.1317,-9.7875,0.0039,-0.0110,0.0763
7.0516,2.6839,0.0646,-9.7157,0.0038,-0.0114,0.1756
7.0720,2.6121,0.1556,-9.8976,0.0034,-0.0125,0.0611
7.0906,2.7007,0.1077,-9.6750,0.0033,-0.0125,0.1527
7.1090,2.7485,0.0958,-9.8402,0.0044,0.0366,2.7939
7.1285,1.1061,-1.8627,-10.9630,-0.1037,-0.0585,41.2214
7.1474,-1.2306,-4.9943,-15.8113,-0.0646,0.1590,0.2901
7.1671,2.8659,0.0431,-9.7564,-0.0097,-0.0536,0.5649
7.1858,1.5131,0.3328,-10.5896,-0.0048,0.0022,5.6107
7.2054,4.1180,-0.2083,-9.5768,0.0061,-0.0296,-0.2290
7.2254,2.7414,0.0982,-9.4930,0.0026,-0.0291,0.0840
7.2454,2.7390,0.2777,-9.6750,0.0030,-0.0111,0.1221
7.2643,2.7533,0.1317,-9.7803,0.0038,-0.0114,0.1832
7.2842,2.6719,0.1293,-9.9264,0.0033,-0.0121,0.2214
7.3042,2.6887,0.1221,-9.5074,0.0036,-0.0121,0.0534
7.3254,2.6767,0.0814,-9.7851,0.0051,-0.0126,0.1221
7.3435,2.6552,0.0742,-9.6822,0.0038,-0.0127,0.1985
7.3624,2.6983,0.1030,-9.7755,0.0035,-0.0129,0.1145
7.3814,2.6983,0.1796,-9.8066,0.0041,-0.0116,0.2672
7.4007,2.7342,0.1413,-9.7372,0.0037,-0.0113,0.3282
7.4209,2.6839,0.1413,-9.8354,0.0037,-0.0116,0.1527
7.4398,2.6911,0.0120,-9.7995,0.0047,-0.0114,0.2214
7.4789,2.7007,0.2394,-9.5122,0.0334,0.0154,1.0076
7.4977,2.9377,-0.1101,-9.7588,0.0263,-0.0089,0.0992
7.5165,2.7701,0.0622,-9.2775,-0.0044,-0.0382,-0.2443
7.5353,2.7845,0.0503,-9.7420,-0.0091,-0.0388,-0.0763
7.5548,2.5786,0.1197,-9.5146,0.0207,0.0152,0.9160
7.5730,2.8683,0.1269,-9.7372,0.0224,0.0055,0.1374
7.5921,2.7485,0.1101,-9.8904,0.0048,0.0132,-0.1069
7.6110,2.8539,0.0311,-10.0676,0.0024,0.0100,-0.9466
7.6298,3.5482,-0.1532,-9.5529,0.0127,0.0135,-5.8779
7.6495,2.9640,0.1053,-9.8857,0.0201,0.0185,-7.8321
7.6683,2.2601,0.2155,-10.1227,0.0012,0.0538,-6.4885
7.6879,4.4317,-0.3089,-10.9894,-0.0064,0.2831,-16.6794
7.7072,3.4261,0.0886,-9.0118,-0.0399,0.2530,-18.7786
7.7270,2.9712,0.3472,-9.6415,0.0719,0.3850,-22.3511
7.7468,4.9560,-0.1030,-10.3430,0.1873,0.7542,-34.5038
7.7660,5.2265,-0.5626,-7.9990,0.1203,0.7449,-42.5802
7.7857,3.6775,0.3496,-9.2751,0.1424,0.6699,-38.9237
7.8071,4.2449,0.2442,-15.8089,0.1025,0.7978,-18.1298
7.8249,6.2393,-0.3065,-8.4013,0.0601,0.8476,-30.1069
7.8435,4.7262,0.0982,-9.3087,0.1534,0.9552,-20.0687
7.8622,1.9800,0.9960,-12.8090,0.1153,1.2763,16.3511
7.8817,4.8004,-0.7973,-8.0349,-0.0245,1.1688,13.8397
7.9001,6.1914,-0.2346,-7.7428,-0.1144,1.0099,2.0153
7.9187,5.9472,-1.0678,-9.0214,-0.0325,1.0202,2.2061
7.9376,6.2010,0.4166,-7.2664,-0.0066,1.0942,4.1298
7.9562,7.4005,0.2610,-7.1706,-0.0718,0.9400,-7.4351
7.9752,6.9504,0.4094,-7.0797,-0.0255,0.9379,-2.4046
7.9943,7.8865,0.3160,-6.1770,0.0255,1.0745,-2.6107
8.0133,8.3629,-0.2131,-5.9448,0.0594,1.1940,-2.4962
8.0323,7.6998,-1.0032,-5.3678,0.0101,1.1517,2.0534
8.0510,8.0445,0.2729,-4.9177,0.0200,1.1557,4.7557
8.0691,8.9280,-0.7470,-4.9297,-0.0325,1.1849,0.3206
8.0871,8.2361,0.0287,-4.9297,-0.0878,1.1301,6.3359
8.1051,9.0022,-0.2059,-4.8842,-0.0711,1.1895,-4.9847
8.1240,9.0860,0.1676,-5.3103,-0.0837,1.1548,0.0763
8.1429,8.1307,0.7326,-4.3790,-0.0177,1.1044,-2.3359
8.1619,8.7939,0.3591,-0.2514,-0.0322,0.8966,0.8626
8.1810,10.4938,-0.0670,-3.6009,-0.0165,1.0142,-0.0611
8.1995,9.8306,0.3591,0.9768,0.0001,0.8941,1.4427
8.2187,9.9407,0.0048,-1.9848,0.0112,0.7384,1.7328
8.2370,11.7819,-0.1389,-4.5442,-0.0397,0.5798,-7.6947
8.2566,9.7995,0.1724,-1.9201,-0.0115,0.4394,-3.5649
8.2756,10.5967,0.1604,-0.2538,0.0336,0.3805,0.9695
8.2946,9.5050,-0.0575,1.5706,0.0344,0.2439,-1.9771
8.3135,10.8745,0.0503,-1.0798,0.0659,0.1795,3.3435
8.3314,9.2177,0.0215,-1.7262,0.0979,0.0946,6.8321
8.3501,9.8976,-0.2179,0.7111,0.0677,-0.0333,1.3588
8.3677,10.0772,0.0479,-1.1205,0.0538,-0.0599,0.7710
8.3863,10.5297,0.1508,-1.1923,0.0496,0.1433,-1.5649
8.4051,10.4555,0.1341,1.7597,0.0171,0.2065,-2.2061
8.4236,10.1083,0.1197,-1.4413,-0.0119,0.1470,-0.1450
8.4377,10.1945,0.0455,-0.7398,-0.0336,0.1110,-0.3664
8.4513,10.1682,0.1963,-0.3783,-0.0333,0.1035,-0.3130
8.4653,10.1203,0.0982,-0.4525,-0.0269,0.0875,-0.1450
8.4789,10.1825,0.0862,-0.5507,-0.0269,0.0913,-0.2824
8.4930,10.2592,0.0862,-0.5076,-0.0284,0.0966,-0.4427
8.5066,10.2185,0.0622,-0.3735,-0.0296,0.0996,-0.4885
8.5208,10.1490,0.0958,-0.1939,-0.0286,0.0872,-0.3969
8.5392,10.1945,0.1197,-0.2394,-0.0205,0.0556,0.0305
8.5578,10.1466,0.0575,0.3567,-0.0001,-0.0068,0.4962
8.5757,10.1849,0.0742,-0.2993,0.0105,-0.0326,0.5496
8.6080,10.1562,0.0599,-0.7638,-0.0090,0.0425,0.2290
8.6264,10.2496,0.2107,0.3735,-0.0094,0.0512,0.2748
8.6454,9.6702,0.4693,-0.5004,-0.0253,0.0817,-0.2901
8.6640,9.9862,0.0910,-0.7159,-0.0439,0.1135,-0.1679
8.6831,10.2280,0.5626,0.2346,0.0240,0.2035,14.6107
8.7020,9.6774,0.1700,-1.8651,-0.0184,0.3626,0.2214
8.7209,10.1610,0.1030,-0.0527,-0.0632,0.3732,-0.4275
8.7400,10.1347,0.0359,-0.0311,-0.0712,0.4088,-0.7023
8.7587,10.2568,0.0431,0.1460,-0.0818,0.4641,-0.9237
8.7777,10.2256,0.2682,0.9601,-0.0848,0.4694,-0.6107
8.7964,10.0844,0.2514,2.4565,-0.0610,0.3169,-0.3740
8.8156,10.1514,0.1341,2.8539,-0.0181,0.1038,0.1069
8.8343,10.1203,0.1006,1.7526,0.0080,-0.0330,0.1756
8.8533,10.0748,0.0479,1.4341,0.0125,-0.0512,0.2672
8.8716,10.1011,0.0742,1.5012,0.0287,-0.1543,0.5267
8.8901,9.9695,0.0742,0.3519,0.0287,-0.1413,0.5191
8.9087,10.0149,0.0575,0.5100,0.0191,-0.0889,0.3893
8.9263,10.1370,0.0718,0.6321,0.0117,-0.0519,0.3359
8.9453,10.1945,0.0599,0.8284,0.0111,-0.0477,0.3206
8.9636,9.9886,0.0311,0.7518,0.0086,-0.0303,0.2595
8.9834,10.2256,0.0934,0.5650,0.0019,-0.0041,0.2901
9.0021,10.2472,0.0599,0.4812,-0.0010,0.0186,0.3435
9.0211,9.9742,0.0359,0.6584,-0.0012,0.0220,0.3282
9.0402,9.8641,0.0048,0.8045,0.0002,0.0125,0.1450
9.0587,10.1849,0.0431,0.7614,-0.0017,0.0229,0.1374
9.0782,10.1897,0.0335,0.7350,-0.0079,0.0534,-0.1603
9.0966,10.1011,0.0622,0.8475,-0.0108,0.0617,0.1832
9.1164,10.2280,0.0790,0.9768,-0.0100,0.0637,-1.9237
9.1353,10.0772,-0.0742,0.7925,-0.0100,0.0615,0.2519
9.1536,10.1490,0.0862,1.1229,-0.0082,0.0530,0.1527
9.1727,10.3741,0.0982,1.0056,-0.0066,0.0397,0.2443
9.1912,10.1442,0.0551,1.1971,-0.0047,0.0301,0.1679
9.2102,9.9024,0.0192,0.7805,-0.0102,0.0449,0.1221
9.2283,10.1873,-0.1317,1.2234,-0.0132,0.0770,0.0611
9.2465,9.7420,0.0670,1.1708,-0.0174,0.0977,0.0763
9.2660,9.8737,-0.0048,1.3551,-0.0092,0.0645,0.0458
9.2845,10.2615,0.1101,1.5634,-0.0009,0.0150,0.1527
9.3035,9.9910,0.0790,1.2833,0.0022,-0.0029,0.2748
9.3218,9.9695,0.0814,1.1468,0.0067,-0.0156,0.1298
9.3408,10.1634,0.0335,1.2617,0.0051,-0.0172,0.2672
9.3596,10.1993,0.1173,1.1205,0.0017,-0.0096,0.2977
9.3785,10.0604,-0.0383,1.1947,0.0036,-0.0127,0.1450
9.3973,9.9934,0.0814,1.2282,0.0045,-0.0117,0.0763
9.4165,10.0317,0.0239,1.3599,0.0043,-0.0128,0.1069
9.4354,9.9718,0.0431,1.2833,0.0043,-0.0131,0.3130
9.4538,10.2280,0.0862,1.1061,0.0030,-0.0112,0.1069
9.4729,10.0772,0.0694,1.1779,0.0029,-0.0056,0.3664
9.4920,10.2113,0.0790,1.0654,0.0009,0.0097,0.2290
9.5103,10.0006,-0.1053,0.9744,-0.0016,0.0214,0.0153
9.5286,10.0030,0.0982,1.2067,-0.0023,0.0261,-1.9389
9.5465,10.1251,0.0263,1.2665,-0.0032,0.0242,0.1527
9.5653,10.0365,0.0072,1.3551,0.0009,0.0295,0.1985
9.5841,10.0365,0.0694,1.3096,0.0035,-0.0109,0.3664
9.6031,9.9886,0.1293,1.2354,0.0057,-0.0003,0.2290
9.6213,10.1299,-0.1125,1.2522,0.0041,-0.0087,0.1450
9.6404,9.9814,0.0622,1.2450,0.0026,-0.0084,0.1298
9.6590,10.0245,0.0192,1.3072,0.0027,-0.0075,0.1221
9.6785,9.9024,0.1077,1.4126,0.0065,-0.0237,0.2824
9.6973,10.0556,0.0287,1.0750,0.0057,-0.0155,0.2137
9.7160,10.0676,-0.1030,1.2426,0.0049,-0.0084,0.1832
9.7354,10.0628,0.0239,1.1899,0.0012,-0.0034,0.2901
9.7538,10.0030,0.0192,1.2234,0.0033,-0.0011,0.1832
9.7735,10.0796,0.1006,1.5036,0.0038,-0.0103,0.3359
9.7923,10.1347,0.0814,1.3192,0.0036,-0.0119,0.3588
9.8112,10.0676,0.0790,1.3096,0.0032,-0.0117,0.2595
9.8295,10.0437,0.0622,1.2522,0.0049,-0.0193,0.2901
9.8473,10.0796,-0.0024,1.4916,0.0063,-0.0252,0.2214
9.8667,10.0126,0.0599,1.2953,0.0069,-0.0252,0.3053
9.8848,10.0197,0.0287,1.0870,0.0050,-0.0218,0.3511
9.9037,10.0963,0.0599,1.2043,0.0048,-0.0001,0.0763
9.9226,10.0173,0.0239,1.1468,0.0044,-0.0129,0.0916
9.9415,10.1323,0.0359,1.3192,0.0054,-0.0193,-0.8244
9.9609,9.8066,0.0575,0.8428,0.0137,-0.0388,-1.8550
9.9800,9.9671,0.1269,1.3719,0.0164,-0.0612,0.2901
9.9995,10.2256,0.1341,1.1085,0.0148,-0.0527,0.3588
10.0179,10.0293,0.0215,1.5275,0.0241,-0.0828,0.5267
10.0365,10.0628,0.1460,0.9888,0.0227,-0.0705,0.5038
10.0555,10.2304,0.0311,0.9864,0.0174,-0.0529,0.5344
10.0745,10.0844,0.0215,0.9744,0.0132,-0.0416,0.3664
10.0942,9.9599,0.0886,0.9505,0.0079,-0.0210,0.2824
10.1124,10.0987,0.0215,1.2210,0.0049,-0.0157,0.2519
10.1312,10.1203,0.0239,1.1540,0.0042,-0.0136,0.3511
10.1491,10.2232,0.0335,1.2091,0.0053,-0.0288,0.3130
10.1678,10.2568,0.0144,1.1205,0.0034,-0.0113,0.2443
10.1858,10.0485,0.0622,1.0104,0.0052,-0.0133,0.1221
10.2046,10.0485,0.0551,1.1660,0.0058,-0.0124,0.1527
10.2235,10.1370,-0.0982,1.0391,0.0037,-0.0090,0.1603
10.2429,10.0676,0.0982,1.1779,0.0041,-0.0096,0.2061
10.2621,10.0437,0.0527,1.1181,0.0045,-0.0121,0.2290
10.2812,10.2232,0.0551,1.0151,0.0037,-0.0122,0.2290
10.3002,10.0700,0.0982,1.1995,0.0045,-0.0128,0.1450
10.3185,10.2520,0.0599,1.0534,0.0048,-0.0160,0.2595
10.3380,10.0940,0.0527,1.1660,0.0072,-0.0188,0.2977
10.3572,9.9766,0.0479,1.0199,0.0047,-0.0139,0.1298
10.3765,10.0844,0.0814,1.0702,0.0026,-0.0118,0.0687
10.3956,10.0652,0.0551,1.1516,0.0029,-0.0136,0.2290
10.4141,10.0604,0.0144,1.0989,0.0058,-0.0197,0.2519
10.4325,10.0724,0.0168,1.3431,0.0123,-0.0320,0.4046
10.4503,10.0461,0.0359,1.1277,0.0136,-0.0436,0.3511
10.4691,10.1011,0.0192,0.8667,0.0115,-0.0374,0.3969
10.4876,10.0772,0.1508,0.6249,0.0069,-0.0184,0.1603
10.5066,10.3956,0.0694,0.1748,0.0051,-0.0093,0.0611
10.5263,10.1538,0.0646,1.0918,0.0050,-0.0096,0.2672
10.5452,10.2256,0.0335,1.1037,0.0030,-0.0142,0.1908
10.5646,10.2424,0.0790,1.1037,0.0040,-0.0192,0.3359
10.5831,9.9599,0.0287,1.8244,0.0229,-0.0833,0.5725
10.6019,10.2544,0.0455,0.9625,0.0311,-0.1037,0.4198
10.6205,10.2089,0.0575,1.7286,0.0318,-0.1495,0.6183
10.6395,10.1993,0.0527,1.5467,0.0756,-0.2598,0.6947
10.6591,10.4627,0.1484,2.1213,0.1121,-0.6480,1.3359
10.6778,9.5720,0.1532,3.4357,0.1535,-0.7862,3.7099
10.6968,9.6893,0.1293,-0.3615,0.1651,-0.8980,5.2137
10.7152,10.2759,-0.1508,1.8938,0.1772,-0.9332,5.0153
10.7329,8.8538,-0.0335,-0.0934,0.1864,-1.1143,9.2748
10.7513,9.9264,0.1580,-4.9368,0.1535,-1.0751,-7.5115
10.7702,10.4004,-0.6823,-0.1532,0.1254,-1.0039,-23.1908
10.7889,9.0597,-0.4381,-1.5395,0.1094,-1.0329,-4.1832
10.8078,8.9902,-0.0622,-2.6983,0.1118,-1.0305,-9.2672
10.8269,10.4148,0.0335,-3.5243,0.0674,-0.9964,-3.8855
10.8459,9.8090,-0.1293,-3.5937,0.0720,-0.9698,-8.7710
10.8652,9.7300,1.7334,-3.9768,0.0590,-0.5324,-5.5267
10.8838,8.7963,1.0918,-4.3862,0.0296,-0.4980,-1.9160
10.9028,9.9192,-0.5100,-4.2760,-0.0505,-0.5632,0.6870
10.9216,9.0788,0.2346,-5.3223,-0.0150,-0.2880,1.0076
10.9410,9.3039,0.0790,-5.5857,0.0064,-0.0334,1.3817
10.9600,9.1051,0.1101,-4.9775,-0.0183,0.0696,1.5496
10.9789,9.1387,0.5267,-6.1699,-0.0399,0.2463,12.7099
10.9971,9.6462,-0.2753,-5.3798,-0.0797,0.4916,6.1679
11.0149,8.8178,0.2705,-5.7509,-0.1419,0.6371,10.6870
11.0342,9.1435,-0.2897,-4.7549,-0.2026,0.7560,10.3893
11.0527,9.3039,0.0335,-3.7589,-0.2369,0.8041,10.0534
11.0713,9.4236,-0.1580,-3.6823,-0.2293,1.0108,7.9771
11.0904,9.2033,0.8930,-4.2401,-0.2339,1.2606,7.5802
11.1094,9.4930,0.3496,-0.8811,-0.1985,1.3240,3.5496
11.1291,9.9575,-0.2921,-1.5538,-0.1711,1.3810,1.1145
11.1484,9.9311,-0.2011,2.2338,-0.2535,1.2227,-1.3359
11.1678,9.6798,-0.0670,-1.0032,-0.2120,1.1098,-1.6412
11.1865,9.8976,-0.1532,0.4238,-0.2122,1.0701,-1.2977
11.2056,9.5170,0.1915,3.0718,-0.1928,0.8674,-1.8321
11.2249,10.2568,0.2442,1.6592,-0.2305,0.7414,-3.3282
11.2439,9.7348,0.2705,2.6863,-0.1847,0.5933,-2.5191
11.2628,10.0461,0.2634,3.6033,-0.1105,0.3525,-1.3206
11.2809,9.9695,0.1221,3.0023,-0.0450,0.1463,-0.0763
11.2990,9.9910,0.1173,3.2058,0.0033,-0.0261,0.7328
11.3175,9.9264,0.1101,2.7605,0.0414,-0.1295,1.6336
11.3361,9.8306,0.1317,2.3846,0.0798,-0.2111,2.3511
11.3540,10.0820,0.1125,2.5450,0.1165,-0.3175,2.8855
11.3723,10.0485,0.1269,3.1915,0.1746,-0.5180,3.5802
11.3910,10.2831,-0.0072,3.4572,0.2552,-0.8257,4.4580
11.4106,9.4379,0.0886,2.0111,0.3140,-0.8523,4.8931
11.4299,9.5648,-1.4198,0.1939,0.2844,-1.3041,2.5496
11.4494,9.4547,-0.0670,-0.2801,0.2975,-1.5167,2.0153
11.4697,8.9902,0.1245,-0.1221,0.3166,-1.6292,3.1221
11.4890,9.8857,0.1460,-0.2131,0.4178,-1.5584,6.2061
11.5082,9.2991,-0.1891,-5.5019,0.3730,-1.3659,11.2290
11.5272,9.5457,-0.3256,-3.8427,0.2929,-1.1315,9.0076
11.5466,9.3685,-0.2490,-4.3718,0.2664,-0.9700,7.7863
11.5646,9.4715,-0.2753,-5.0877,0.1984,-0.7857,6.1527
11.5831,9.4068,-0.3424,-5.4229,0.1429,-0.5625,4.3588
11.6188,9.4379,-0.3879,-5.2672,0.0327,-0.2007,-4.3511
11.6373,9.3589,-0.2993,-5.7652,0.0029,-0.0015,-0.2290
11.6566,9.4403,-0.2753,-4.9584,-0.0295,0.1195,-1.1298
11.6748,9.4355,-0.3376,-5.1930,-0.0741,0.3090,-2.5573
11.6936,9.6510,-0.2179,-4.4077,-0.0962,0.3972,-3.1069
11.7128,9.3901,-0.2251,-4.5059,-0.1265,0.4939,-3.9313
11.7317,9.5457,-0.2538,-4.5633,-0.1559,0.6161,-5.1832
11.7516,9.5074,-0.2586,-5.1619,-0.2215,0.8743,-7.5496
11.7701,9.7468,-0.3591,-4.0725,-0.2887,1.1227,-8.8779
11.7894,8.7412,0.9361,-3.7709,-0.3296,1.2067,-4.1069
11.8096,9.8474,-0.0814,-1.3431,-0.3860,1.2213,0.0840
11.8291,9.7875,-0.0599,-3.7421,-0.2755,1.6015,-0.0763
11.8489,9.2536,-0.0239,-0.5914,-0.2754,1.6835,-2.0916
11.8645,9.3996,0.0168,1.2306,-0.2907,1.6160,-2.7023
11.8816,8.2911,0.7039,-0.0790,-0.3314,1.4749,-1.0534
11.8952,8.5880,1.0319,4.0654,-0.4271,1.2988,-6.3282
11.9093,10.0963,-0.2514,3.2561,-0.3806,1.2232,-6.6107
11.9229,9.8785,0.0144,5.7389,-0.3017,0.8496,-7.1603
11.9367,10.0413,0.1844,5.2026,-0.2007,0.6054,-7.1527
11.9515,9.3470,0.0742,4.0199,-0.1470,0.4431,-5.4656
11.9669,9.5313,0.0982,4.2497,-0.0982,0.2911,-3.2977
11.9861,9.3158,0.1844,5.0087,-0.0298,0.0286,0.5802
12.0050,9.4092,0.1006,4.6424,0.0677,-0.2564,3.7863
12.0242,9.3661,0.1365,3.7014,0.1232,-0.4210,5.7252
12.0434,9.5744,0.0862,3.3040,0.1652,-0.5771,7.2061
12.0625,11.1426,-0.1532,3.0167,0.1966,-0.6363,4.1756
12.0816,9.8641,0.0551,3.7493,0.2664,-0.8676,5.2977
12.0998,9.7444,0.1173,2.7126,0.2991,-0.9976,5.5725
12.1187,10.5967,0.5650,5.7892,0.2116,-1.2115,2.0458
12.1370,9.6151,0.0192,0.7614,0.2631,-1.3698,2.2137
12.1550,9.6558,-0.0287,1.0822,0.2759,-1.4544,1.8702
12.1746,9.5744,-0.0694,1.4413,0.2914,-1.6897,2.2137
12.1933,9.2368,-0.0790,-0.9433,0.3087,-1.7794,2.7099
12.2125,9.1004,-0.0192,-1.7621,0.2926,-1.8764,3.2748
12.2311,8.9759,1.1660,-8.5377,0.2679,-1.5150,6.5115
12.2500,9.6151,-0.4525,-5.3798,0.2762,-1.0794,8.7405
12.2691,9.3757,-0.3735,-6.3111,0.1887,-0.7526,2.9389
12.2879,9.3518,-0.4788,-5.8945,0.1038,-0.5193,-7.3817
12.3075,8.9423,-0.1245,-6.7684,0.0020,-0.2729,-9.8855
12.3265,10.0485,-0.3041,-6.8354,-0.0684,0.0832,-9.7710
12.3455,9.2895,0.0862,-5.5450,-0.0800,0.3277,-3.0076
12.3640,9.1961,-0.1796,-6.7181,-0.1616,0.5821,-4.5420
12.3834,8.9304,-0.1125,-5.6910,-0.2433,0.8448,-5.7481
12.4023,10.7188,-0.0383,-5.0637,-0.3164,0.9221,11.4122
12.4215,9.9024,-0.2251,-6.2369,-0.3565,1.3492,9.5878
12.4400,9.5074,0.1796,-4.4508,-0.2850,1.7035,5.9237
12.4583,8.9040,-0.2969,-3.0478,-0.2961,1.9094,4.7023
12.4764,9.0094,-0.1580,-0.9505,-0.3367,1.9094,-1.6260
12.4949,9.0309,-0.0455,1.7813,-0.3552,1.8293,-2.3664
12.5137,8.9902,-0.1125,1.6376,-0.3179,1.7109,-2.5649
12.5322,9.2201,-0.0694,2.3008,-0.2869,1.6053,-1.9237
12.5519,10.8864,0.1245,4.8195,-0.3416,1.0445,-8.7328
12.5705,8.5353,0.0982,5.7150,-0.1967,0.5620,-6.6260
12.5898,9.4739,0.1365,4.8411,-0.1332,0.2799,-2.8473
12.6089,9.2464,0.2274,6.2130,0.0242,-0.1974,2.6031
12.6273,9.3111,0.1413,5.0470,0.1394,-0.5520,6.7939
12.6468,9.4691,0.0359,3.4405,0.2130,-0.7855,3.2977
12.6657,10.0628,0.0766,5.6192,0.3010,-1.0769,5.3206
12.6850,10.0413,-0.0718,5.2361,0.2739,-1.5173,2.3588
12.7040,8.9256,-0.1293,2.0183,0.3266,-1.8061,3.1221
12.7230,9.2344,-0.0048,1.2641,0.3605,-1.9094,2.7939
12.7419,8.9376,-0.2107,-0.5962,0.3694,-1.9094,2.1527
12.7603,8.6550,-0.1149,-2.6600,0.3475,-1.9094,2.0305
12.7781,8.4396,-0.1437,-3.9624,0.3032,-1.9094,2.9237
12.7966,8.4443,-0.2538,-4.9919,0.2661,-1.8468,4.0229
12.8153,8.1882,-0.0934,-6.5912,0.1942,-1.6832,7.1603
12.8351,9.1411,-1.9489,-6.6966,0.0090,-1.1397,-27.0382
12.8540,7.5322,7.6902,-9.6558,-0.1392,-0.7910,-12.7786
12.8733,8.5665,-0.0718,-8.0325,-0.1235,-0.5571,5.0534
12.8916,8.3103,0.8906,-6.8953,-0.3981,-0.6581,15.8321
12.9104,7.4005,0.6225,-8.1906,-0.4179,-0.3942,24.3511
12.9292,8.0517,0.3352,-9.0429,-0.2729,0.2517,28.8168
12.9484,8.1139,0.1915,-8.3103,-0.2045,0.7662,31.0076
12.9685,8.5018,-0.2035,-7.3454,-0.2639,1.0120,32.1756
12.9873,8.7484,-0.1077,-7.1658,-0.3714,1.1865,32.4809
13.0070,9.3398,-0.3256,-5.2146,-0.4468,1.3940,28.3893
13.0260,8.6933,-0.0527,-3.7182,-0.5287,1.4066,35.4885
13.0449,8.9112,-0.3472,-4.2713,-0.6564,1.4376,32.7786
13.0630,9.1985,-0.8667,-3.6176,-0.7867,1.4768,19.8015
13.0815,9.5864,-0.7638,-1.8866,-0.8868,1.3105,12.6336
13.0992,8.9352,0.3304,-0.4549,-0.8853,0.8642,20.7786
13.1183,10.4986,-1.1899,-0.4525,-0.7634,1.0614,15.8550
13.1369,9.9096,-0.9002,-0.3711,-0.6805,1.0973,5.2748
13.1559,10.7931,-0.8571,1.6161,-0.5769,0.9498,-9.4809
13.1748,10.2280,-0.5770,2.9544,-0.3804,0.4959,-11.2366
13.1928,9.4499,0.7853,1.1061,-0.2399,0.2849,-4.6336
13.2123,9.6822,-0.3998,1.4676,-0.1044,0.2640,-4.0534
13.2313,10.1299,-0.3998,0.3879,0.0568,0.5360,-3.7252
13.2508,9.7396,-0.0551,-0.2777,0.2084,0.6484,-0.3053
13.2699,9.5289,-0.9625,0.7135,0.2879,0.5085,3.6565
13.2892,9.0884,-0.7877,3.7996,0.3384,0.3014,7.9389
13.3085,11.7340,0.6871,2.3056,0.4503,0.0843,4.3817
13.3268,18.6389,-5.8442,9.7085,0.1541,-0.4676,0.9924
13.3464,8.6886,0.3663,4.7357,0.2939,-0.1686,2.5573
13.3653,8.7939,0.2466,-0.2562,0.3170,-0.0259,7.4580
13.3845,10.2999,0.0814,0.4477,0.2976,-0.0186,7.1603
13.4028,10.2903,-0.0862,1.2617,0.2681,-0.1757,7.0000
13.4208,10.4890,-0.1389,0.9409,0.2537,-0.4440,8.0458
13.4394,9.0549,0.1724,-0.0383,0.3208,-0.6267,8.5267
13.4578,9.7420,0.0622,-2.1021,0.3670,-0.7533,5.4427
13.4767,11.1690,-0.1604,-0.4190,0.4080,-0.8960,2.9084
13.4956,9.8857,0.7015,-0.0192,0.2819,-1.1118,1.5191
13.5147,9.9814,0.0838,-0.6416,0.2733,-0.9812,1.9466
13.5338,9.7085,0.1700,-2.9209,0.2707,-0.9396,-0.5267
13.5526,9.4691,0.2729,-1.6879,0.2261,-1.1502,0.4046
13.5717,9.4978,0.0239,-2.6312,0.2221,-1.2431,0.9542
13.5903,9.3709,-0.0072,-2.3559,0.2132,-1.2708,1.1145
13.6095,9.3422,0.0144,-3.1963,0.1862,-1.2885,-7.9695
13.6291,9.6271,-0.1293,-2.1644,-0.0440,-1.4715,-4.6794
13.6480,8.5784,-0.0335,-8.9471,-0.2449,-1.1327,12.2672
13.6668,4.8315,1.0104,-10.1969,-0.4460,-0.9446,35.5267
13.6856,8.9016,0.2370,-8.6694,-0.5557,-0.6336,36.4656
13.7044,8.8945,0.5578,-7.8721,-0.4851,-0.1914,33.4122
13.7228,8.1810,0.0263,-8.5329,-0.3007,0.3473,29.3206
13.7407,9.5481,-0.5171,-6.2130,-0.2301,0.7381,21.3053
13.7590,9.1459,-0.5531,-6.4548,-0.2224,1.0279,13.8855
13.7784,9.2488,-0.3998,-6.4045,-0.1972,1.3166,7.2366
13.7970,8.8945,-0.4501,-5.0254,-0.1464,1.5883,3.9466
13.8163,8.8322,0.2179,-3.6943,-0.0033,1.7336,4.2443
13.8353,9.1171,-0.3615,-2.7222,0.0484,1.8670,-2.7634
13.8544,9.2273,-0.5866,-1.0870,0.1625,1.8704,-6.5802
13.8735,9.2775,-0.2514,-1.3623,0.2632,1.9094,-6.2061
13.8921,19.6127,-9.5217,-5.3750,-0.4632,1.8378,11.4656
13.9117,10.1921,-0.4669,2.2817,-0.3215,1.4871,11.4427
13.9307,9.5577,-0.2274,0.4549,-0.3371,1.5761,11.1603
13.9499,9.5936,-0.5100,4.1539,-0.2932,1.4593,-4.0534
13.9689,9.2488,-0.4908,6.0166,-0.2145,0.9111,-9.0992
13.9877,9.3925,0.1245,3.7828,-0.1561,0.6594,-0.1069
14.0074,9.1889,-0.2658,5.0685,-0.1179,0.4299,-0.3130
14.0259,9.1913,-0.2538,5.2074,-0.0408,0.1499,0.1908
14.0450,9.2225,-0.2849,4.4077,0.0080,-0.0318,0.2748
14.0629,9.0980,-0.2897,5.2170,0.0693,-0.3066,0.2290
14.0811,9.1291,-0.2993,5.7485,0.1484,-0.6479,0.2519
