time,roll,pitch
13.0764,9.0107,60.5120
13.0859,12.4106,56.3108
13.0952,-1.6689,45.6654
13.1052,-18.4668,32.1927
13.1136,-15.5234,35.4069
13.1232,-16.9153,27.3028
13.1327,-9.7423,36.9380
13.1420,-13.6835,39.3515
13.1518,-11.0833,43.6696
13.1605,-7.5892,43.5145
13.1706,2.7319,41.5545
13.1806,10.3771,42.1479
13.1895,5.6136,33.4112
13.1998,0.5811,36.1599
13.2090,-3.8021,42.1209
13.2187,-7.5382,40.1850
13.2288,-7.3447,37.6098
13.2377,-7.7600,45.2240
13.2477,2.0321,48.2504
13.2567,3.9499,49.5277
13.2668,5.4144,52.1075
13.2772,4.8906,46.7353
13.2859,6.2047,46.6575
13.2956,5.2469,44.3552
13.3049,4.0550,43.8378
13.3147,7.4872,43.9267
13.3243,1.5814,47.9885
13.3326,-0.7707,52.0864
13.3424,-3.3267,52.1593
13.3514,-1.8156,55.2568
13.3610,-4.8500,56.1586
13.3708,-2.5107,54.4631
13.3795,-2.2679,53.4085
13.3897,1.7443,52.1568
13.3993,3.4216,50.4983
13.4092,-1.6434,49.3810
13.4192,-1.1337,54.1258
13.4279,-6.0249,52.6556
13.4381,2.2849,55.6092
13.4473,-0.4198,56.8215
13.4568,-5.4333,57.4472
13.4669,-8.2245,57.3234
13.4758,-9.8681,54.5593
13.4852,-7.6999,53.0615
13.4947,1.4483,52.6369
13.5042,-2.9797,54.1903
13.5144,-5.4741,53.2319
13.5231,-12.6594,51.3682
13.5323,-12.3526,54.0969
13.5421,-9.4792,58.5277
13.5514,-11.6175,59.1148
13.5617,-7.8783,61.5558
13.5702,-7.7969,60.1577
13.5803,-5.7685,60.1967
13.5906,-5.9985,57.6544
13.5995,-3.6723,57.2242
13.6088,-1.2971,58.2431
13.6187,0.1090,59.0478
13.6285,-7.3121,59.3618
13.6388,-13.8239,60.4295
13.6474,-17.6770,57.0357
13.6572,-9.0406,60.2511
13.6667,-7.3202,59.9782
13.6762,-7.6112,58.0691
13.6858,-2.5487,55.5199
13.6949,-4.9977,62.8572
13.7050,5.2061,59.4858
13.7152,2.7924,56.6978
13.7239,-6.5348,61.3426
13.7334,-6.6272,62.9275
13.7425,-5.4217,63.7637
13.7519,-6.2811,64.1854
13.7618,-10.5924,60.9052
13.7705,-13.9721,58.4351
13.7807,-8.8621,59.7186
13.7900,-0.2435,60.5945
13.8001,-2.1910,58.8244
13.8099,2.0036,58.1936
13.8184,-1.5667,60.4862
13.8278,-6.9737,65.5384
13.8374,-0.6903,63.6499
13.8466,-0.7157,66.8614
13.8561,-0.6988,66.4987
13.8654,-7.2963,61.7717
13.8753,-6.4194,59.7525
13.8851,-5.1826,55.9602
13.8937,-7.0578,56.0823
13.9038,-3.3888,58.9792
13.9142,-4.3392,66.0414
13.9235,-2.0712,67.5349
13.9332,-10.2306,69.5039
13.9419,-1.6408,68.9410
13.9514,-3.5824,65.4422
13.9608,-6.4170,64.8475
13.9702,-9.4001,61.0553
13.9798,-5.1627,64.2694
13.9885,-2.6742,65.1921
13.9986,-1.4603,66.7286
14.0081,-5.8745,65.7903
14.0176,-4.6131,64.5705
14.0277,-1.7011,66.6139
14.0365,-0.2812,67.8214
14.0462,-1.3736,70.5078
14.0564,-3.2518,70.5744
14.0659,-5.7156,64.8499
14.0755,-1.4493,65.0039
14.0845,-2.8873,67.2836
14.0940,-4.5356,68.9988
14.1039,-9.4624,65.9974
14.1129,-11.2043,62.0537
14.1229,-6.7322,64.1709
14.1321,-4.4658,67.4198
14.1422,-7.5610,70.8262
14.1525,-4.0425,70.7697
14.1610,-7.4826,69.0659
14.1713,-8.5569,68.6213
14.1803,-2.5024,71.4927
14.1908,-4.0098,71.9009
14.2012,-6.3617,73.4983
14.2125,-1.7435,70.0996
14.2226,-5.9319,67.4601
14.2317,-7.4962,67.4707
14.2419,-2.7953,68.5103
14.2527,-0.3175,69.9196
14.2631,-2.4314,71.7202
14.2735,-6.3915,73.2569
14.2823,4.4451,69.8479
14.2925,-4.0716,70.3532
14.3023,-4.7175,71.7226
14.3122,-3.9629,70.8518
14.3227,-7.0000,70.2438
14.3330,-8.3864,67.5361
14.3440,-7.4329,68.4893
14.3530,-6.3141,70.4808
14.3630,-4.2480,73.2707
14.3732,-3.8047,73.6360
14.3833,-1.8435,73.0486
14.3930,-1.9156,71.8174
14.4019,-0.8614,72.3488
14.4121,-4.5530,70.9245
14.4218,-7.8809,69.8577
14.4318,-10.9690,67.0779
14.4420,-6.4592,68.7658
14.4531,-7.0518,71.2480
14.4635,-5.3086,72.2651
14.4726,-4.6701,73.3232
14.4832,-5.1385,73.5611
14.4937,-4.5834,75.3627
14.5037,-5.9442,72.8273
14.5135,-2.3261,72.7053
14.5229,-9.0509,71.7781
14.5331,-10.4967,70.7764
14.5432,-9.9633,70.5472
14.5532,-5.9023,72.6029
14.5631,-5.2922,73.9527
14.5721,-1.8197,77.6340
14.5823,-2.6779,73.9617
14.5919,-0.2833,77.2918
14.6022,-4.7036,74.7779
14.6124,-5.8944,74.6733
14.6222,-7.4839,73.0150
14.6323,-7.7097,74.5013
14.6422,-8.8490,72.1156
14.6533,-8.8974,69.9478
14.6629,-9.1618,71.6150
14.6725,-5.8328,75.2366
14.6828,-5.5578,75.8067
14.6932,-6.5626,76.4844
14.7031,-7.5609,74.4760
14.7130,-4.7817,75.9339
14.7219,-8.9644,73.2455
14.7321,-8.9826,71.0339
14.7442,-8.3996,70.3464
14.7540,-9.0778,72.3130
14.7648,-8.4460,73.4995
14.7738,-6.6171,72.6060
14.7844,-1.2685,74.4668
14.7950,-3.8616,75.6791
14.8053,-4.0247,74.0019
14.8155,-9.7486,72.8664
14.8242,-10.3399,70.1425
14.8340,-11.2371,68.7741
14.8442,-10.6507,72.9006
14.8537,-11.2121,72.7392
14.8636,-9.7033,72.7029
14.8744,-7.7534,71.2951
14.8842,-7.3417,72.1481
14.8950,-5.6948,73.4983
14.9041,-5.1356,70.8610
14.9144,-7.6737,68.7855
14.9247,-7.9487,67.4074
14.9368,-9.3976,66.8723
14.9470,-8.3318,67.3816
14.9561,-6.2219,69.2787
14.9655,-5.6626,69.3516
14.9757,-6.0821,70.1292
14.9844,-5.3071,68.8487
14.9945,-4.7415,69.5116
15.0050,-6.3892,68.1594
15.0148,-9.5424,64.5234
15.0257,-12.8379,60.3237
15.0348,-8.4516,61.3430
15.0446,-8.3443,61.9879
15.0546,-9.4759,64.5967
15.0635,-7.4321,65.7460
15.0746,-6.3277,66.6628
15.0840,-7.8059,63.7716
15.0940,-5.0874,61.8430
15.1040,-7.0930,61.3920
15.1128,-7.9499,60.0664
15.1227,-9.4189,60.0844
15.1327,-10.0794,59.4339
15.1415,-9.0317,59.6861
15.1608,-7.9110,60.4371
15.1712,-5.5555,60.4362
15.1807,-7.0752,60.1157
15.1910,-6.9405,58.3717
15.1995,-8.8692,57.5772
15.2092,-5.8335,57.3443
15.2195,-3.8575,56.7478
15.2290,-3.2966,56.7892
15.2388,-4.0144,56.1970
15.2483,-4.2111,57.3733
15.2578,-8.9732,54.6989
15.2681,-8.0196,53.5498
15.2769,-7.9302,54.8885
15.2869,-5.6738,54.1883
15.2959,-6.7232,53.5767
15.3064,-6.7604,53.9752
15.3162,-4.0482,53.1143
15.3257,-5.1682,52.2555
15.3358,-5.9289,52.3343
15.3448,-10.3004,50.3892
15.3549,-8.9777,50.8835
15.3645,-8.6583,51.0137
15.3741,-10.4287,50.7494
15.3838,-8.8189,50.9004
15.3923,-6.6146,51.3075
15.4017,-4.1738,51.9033
15.4115,-2.2871,51.6248
15.4209,-0.5650,51.5503
15.4311,-2.0259,48.2373
15.4400,-5.1137,45.3166
15.4502,-10.9494,42.3003
15.4602,-9.3055,43.8156
15.4693,-6.8920,44.1792
15.4789,-6.7455,43.8767
15.4881,-7.9044,44.5420
15.4978,-6.9669,44.0781
15.5078,-6.5944,45.5707
15.5164,-3.4139,44.7889
15.5260,-1.5650,44.9101
15.5351,0.7599,44.6230
15.5453,-4.0076,41.6556
15.5560,-6.9901,39.1670
15.5653,-8.8384,39.8464
15.5750,-8.3673,39.4536
15.5838,-6.1483,39.3492
15.5943,-5.4804,40.0201
15.6036,-5.3083,40.2277
15.6131,-4.4003,40.2614
15.6226,-1.5633,40.3026
15.6314,-0.0417,41.2944
15.6418,-1.9403,39.4328
15.6516,-6.5606,36.0353
15.6611,-9.5421,34.3422
15.6713,-9.1458,34.8252
15.6800,-8.9567,36.1919
15.6901,-5.9713,34.3382
15.7000,-8.4440,39.2826
15.7098,-6.2607,41.4701
15.7193,-2.7988,41.7683
15.7282,-2.5726,41.6683
15.7396,1.4914,40.5547
15.7501,0.0730,37.5090
15.7591,-3.6901,35.4481
15.7689,-3.0342,32.6009
15.7807,-3.3331,31.3537
15.7908,-2.8703,29.4799
15.8013,-1.7222,29.1104
15.8100,-14.3893,33.1161
15.8198,-0.6482,29.1398
15.8295,-21.0456,38.2250
15.8468,-2.2848,29.7948
15.8568,-4.9808,25.8114
15.8675,-6.5507,27.7345
15.8779,5.6455,20.5840
15.8884,-7.9674,32.5082
15.8973,-1.3555,30.7636
15.9084,3.0857,28.9583
15.9189,1.5836,30.8680
15.9290,1.2152,31.7185
15.9396,2.5427,29.5031
15.9486,1.8337,27.9631
15.9588,-0.1906,24.3833
15.9697,-6.7080,21.5509
15.9798,-7.6551,19.5401
15.9902,-10.1851,21.2016
15.9990,-7.2788,20.1895
16.0098,-4.2760,19.0593
16.0200,-3.2179,19.8026
16.0305,-1.9128,21.2858
16.0411,-0.9643,24.0979
16.0503,-0.6723,24.4456
16.0616,1.2149,23.9773
16.0719,0.0756,20.9984
16.0823,-6.0341,16.2062
16.0923,-8.5061,14.6193
16.1012,-9.1543,14.7649
16.1121,-3.9941,14.6006
16.1230,0.8750,15.2911
16.1331,0.4793,19.3740
16.1436,-2.1421,20.7831
16.1529,-3.5134,22.0021
16.1633,0.8005,20.3019
16.1754,3.2045,22.3100
16.1848,-0.1326,19.0313
16.1944,-4.6468,14.0964
16.2030,-8.1423,10.7215
16.2132,-7.7481,7.7921
16.2228,-8.5962,8.8899
16.2315,-5.4943,10.0036
16.2421,-1.6686,8.2405
16.2526,-2.0919,10.2684
16.2633,0.1690,11.5447
16.2734,2.4397,12.6150
16.2822,2.2546,16.1826
16.2927,2.8617,17.6876
16.3023,4.0966,16.4677
16.3111,2.7691,12.1001
16.3208,-8.0123,5.2865
16.3308,-15.8387,5.4767
16.3394,-12.7678,3.6327
16.3494,-8.1163,4.3535
16.3595,-4.3647,4.2795
16.3684,-3.7564,5.1702
16.3779,-5.1782,7.0656
16.3878,-6.2558,9.9386
16.3964,-5.2863,11.5950
16.4063,-2.8900,13.4279
16.4165,-2.2822,14.3252
16.4266,-3.2169,11.4028
16.4363,-6.4227,8.8084
16.4452,-9.6930,5.2760
16.4557,-7.8880,3.3555
16.4656,-6.5797,3.5859
16.4743,-5.1804,3.5785
16.4846,-3.9913,6.7929
16.4942,-6.2187,4.6135
16.5032,-6.4472,6.5071
16.5132,-5.9253,9.8535
16.5226,-6.3252,7.1707
16.5313,-9.6542,4.0214
16.5412,-9.1922,1.4307
16.5512,-6.6633,1.5254
16.5618,-3.8235,-1.9620
16.5722,-2.4461,-0.8775
16.5820,-2.2089,-2.0378
16.5927,-3.0038,0.8363
16.6015,-3.3807,2.6984
16.6117,-0.7870,2.5162
16.6213,-1.6832,3.2821
16.6310,-0.4365,3.1836
16.6415,-2.0927,0.6220
16.6508,-4.4954,-2.5978
16.6614,-5.0249,-0.6674
16.6715,-2.0952,-5.2088
16.6804,-0.5287,-7.1194
16.6912,-1.4912,-5.7685
16.7027,-0.2294,-3.1326
16.7127,-1.9926,-0.8699
16.7234,1.0509,1.3413
16.7322,-3.8783,-0.6218
16.7423,-3.7505,-0.1764
16.7532,-3.9849,0.0866
16.7632,-0.7753,-1.9386
16.7734,-4.4815,-5.4283
16.7825,-4.8534,-5.2590
16.7928,-5.9306,-1.8760
16.8031,-2.9458,-2.9029
16.8129,-1.1284,-4.7331
16.8230,-4.6795,-3.0935
16.8334,-3.7688,-2.4064
16.8447,-1.1577,-2.3301
16.8549,0.2291,-1.2030
16.8654,-1.3943,-0.5664
16.8755,-3.8954,-3.1275
16.8844,-5.7795,-5.1275
16.8947,-5.9767,-4.5428
16.9044,-3.3508,-6.1603
16.9132,-0.5901,-7.3068
16.9237,-3.5143,-5.0111
16.9337,-0.8424,-8.2755
16.9426,-2.7471,-5.5005
16.9526,-2.8339,-4.4874
16.9638,-0.1980,-3.5666
16.9725,-0.9456,-2.1002
16.9825,0.0000,-4.0957
16.9925,-0.7646,-5.6498
17.0028,-2.8258,-5.7964
17.0133,-2.6932,-9.8874
17.0226,-3.4823,-7.8689
17.0326,-4.2555,-5.6407
17.0435,-3.6062,-5.3318
17.0522,-3.4125,-5.3192
17.0630,-3.2221,-3.9360
17.0733,-3.3864,-4.2016
17.0823,-2.7949,-4.4718
17.0919,-2.0929,-5.6317
17.1020,-2.4103,-6.4484
17.1109,-3.3164,-8.3015
17.1214,-4.3521,-9.7207
17.1311,-4.9567,-13.1886
17.1400,-15.0853,-16.8481
17.1508,-7.9989,-24.5506
17.1610,-9.8616,-16.7091
17.1717,-4.1611,14.8900
17.1819,2.6790,11.4393
17.1924,13.1244,-11.4646
17.2021,14.2585,-25.1734
17.2117,3.4577,-17.9100
17.2218,0.3775,-12.5578
17.2315,4.3467,-8.7187
17.2427,-9.2336,-8.0378
17.2524,-10.7493,-10.1424
17.2694,-4.4471,-12.8339
17.2813,-1.8182,-9.6667
17.2915,-2.9832,-12.2137
17.3003,-2.3225,-14.7326
17.3110,1.7017,-14.7278
17.3207,1.0932,-13.2919
17.3305,0.7644,-11.7287
17.3409,4.9925,-13.0288
17.3518,6.3595,-14.7417
17.3614,-7.0500,-17.6045
17.3713,-6.8052,-14.5342
17.3809,-4.3214,-14.8563
17.3917,0.7504,-16.9919
17.4014,-2.4092,-20.0206
17.4107,-5.4971,-18.3253
17.4206,-5.0348,-16.3785
17.4312,1.0445,-14.7561
17.4407,7.1446,-13.3398
17.4509,8.0266,-12.2470
17.4594,2.1810,-14.3216
17.4683,5.9145,-16.3736
17.4788,2.0295,-15.0774
17.4889,-8.2481,-19.6902
17.4982,-10.6060,-20.9317
17.5083,-8.1938,-19.3292
17.5247,-1.6441,-18.2252
17.5334,0.5448,-17.2842
17.5437,-3.6673,-15.4595
17.5539,-2.2752,-15.5100
17.5626,-0.7722,-15.1694
17.5719,0.3049,-15.0116
17.5818,0.6056,-11.3941
17.5915,-1.5131,-11.7938
17.6017,-2.0153,-14.5089
17.6103,-2.8370,-21.6754
17.6200,-6.5447,-22.1537
17.6296,-4.1296,-20.8163
17.6391,-1.7296,-18.5056
17.6491,-2.1842,-16.6378
17.6576,-3.6743,-16.5449
17.6678,-3.3386,-16.2122
17.6777,-1.9025,-15.8672
17.6866,1.8017,-14.1206
17.6968,0.0276,-14.3876
17.7063,-0.2006,-13.7581
17.7158,-5.3641,-16.4219
17.7256,-3.3953,-17.9837
17.7343,-2.6647,-16.6123
17.7448,-3.1452,-16.5567
17.7540,-3.9753,-16.9778
17.7641,-5.0662,-16.2288
17.7744,-2.4459,-14.5534
17.7852,0.9831,-11.8671
17.7951,1.7896,-11.8236
17.8038,-0.2010,-11.0649
17.8138,-0.2297,-12.4586
17.8241,-1.9961,-11.5825
17.8334,-0.3958,-13.2075
17.8435,-1.7111,-13.9985
17.8524,-4.0476,-14.3780
17.8622,-6.2028,-13.8745
17.8719,-6.7452,-15.0428
17.8806,-12.3441,-18.4650
17.8904,-18.5725,-17.4298
17.9008,-18.1914,-18.4809
17.9112,-13.3341,-21.8422
17.9211,-3.7748,-17.2582
17.9299,-5.6793,-22.2111
17.9403,-11.6326,-23.8788
17.9492,-10.1282,-25.2516
17.9597,-12.5474,-15.5955
17.9698,-11.4320,-15.4760
17.9789,-11.0277,-15.6106
17.9886,-13.5422,-13.6772
17.9982,-12.7880,-14.4552
18.0078,-11.4357,-13.2514
18.0182,-6.0066,-11.6957
18.0285,-14.4124,-15.8666
18.0385,-22.1415,-13.6707
18.0484,-26.0627,-17.7232
18.0570,-26.9338,-16.3004
18.0673,-26.1017,-19.4385
18.0773,-23.0548,-20.1203
18.0862,-23.9640,-18.4122
18.0964,-21.8657,-19.0113
18.1071,-17.6191,-16.1881
18.1168,-18.8393,-14.1573
18.1268,-21.1865,-12.7560
18.1355,-22.4109,-12.3128
18.1452,-25.3454,-14.5418
18.1551,-29.2552,-22.0222
18.1638,-30.2196,-23.4374
18.1739,-30.8953,-26.5302
18.1842,-31.1956,-27.6648
18.1935,-34.3662,-21.0997
18.2036,-32.7557,-18.9731
18.2141,-34.9639,-19.2281
18.2235,-34.0778,-17.8108
18.2329,-33.1861,-16.5635
18.2414,-30.3907,-17.3385
18.2510,-27.1235,-17.5086
18.2615,-22.3251,-18.5968
18.2710,-21.5641,-21.4031
18.2815,-34.0878,-20.1360
18.2903,-35.9970,-21.8902
18.3002,-47.5850,-16.6660
18.3100,-47.5014,-16.7367
18.3200,-39.6135,-23.2238
18.3294,-38.4561,-28.9385
18.3397,-36.3213,-22.2100
18.3483,-31.2354,-16.4556
18.3588,-29.0597,-15.8006
18.3688,-33.7875,-20.7066
18.3785,-34.4365,-14.1777
18.3885,-31.1643,-18.6934
18.3970,-29.4263,-18.7112
18.4070,-34.8329,-17.8428
18.4170,-41.5854,-17.4325
18.4264,-47.9354,-16.9229
18.4364,-48.1433,-22.5423
18.4452,-49.9617,-21.8061
18.4561,-52.3957,-18.8163
18.4661,-52.5203,-20.1642
18.4757,-45.0874,-24.5877
18.4858,-42.1304,-25.4107
18.4956,-44.2228,-25.1367
18.5049,-46.6228,-23.5872
18.5150,-55.6061,-17.8527
18.5257,-58.7220,-16.3751
18.5356,-60.1090,-18.6396
18.5453,-57.3071,-17.0831
18.5540,-56.2801,-21.8478
18.5644,-56.1528,-23.4921
18.5743,-56.3195,-24.1312
18.5829,-57.0595,-23.3162
18.5927,-59.1861,-20.3060
18.6026,-65.2250,-16.6144
18.6127,-61.1099,-21.6512
18.6231,-64.2921,-13.4065
18.6337,-62.2176,-18.4790
18.6441,-63.0464,-18.2141
18.6542,-64.1329,-18.5184
18.6633,-63.1497,-20.1641
18.6737,-65.3479,-16.7215
18.6838,-66.0528,-18.2676
18.6935,-68.6607,-15.3876
18.7035,-68.1606,-16.6585
18.7142,-68.7986,-16.9484
18.7244,-64.5022,-21.7078
18.7340,-67.7019,-17.9250
18.7427,-67.6800,-18.7612
18.7527,-72.0793,-14.8039
18.7633,-75.0218,-12.5625
18.7720,-76.4891,-8.1958
18.7823,-79.9486,-3.6677
18.7930,-76.0390,-8.6801
18.8027,-74.3428,-12.6918
18.8132,-73.7059,-13.7676
18.8217,-71.9638,-16.6091
18.8316,-65.3206,-23.9774
18.8421,-65.7848,-24.2150
18.8510,-72.2175,-17.7825
18.8607,-76.0466,-13.8948
18.8707,-75.9541,-13.7945
18.8803,-79.0803,-10.7464
18.8908,-79.2253,-10.5368
18.9010,-80.3712,-9.3504
18.9108,-82.5851,-6.5614
18.9210,-80.1562,-9.3019
18.9298,-78.6116,-11.1772
18.9401,-78.3853,-11.5671
18.9502,-77.4633,-12.3278
18.9592,-79.7208,-9.3282
18.9690,-82.0544,-4.4196
18.9785,-83.2954,-3.8595
18.9882,-81.9184,-5.1854
18.9980,-81.5214,-5.3089
19.0091,-81.7435,-6.0481
19.0191,-79.1983,-8.3274
19.0295,-79.7236,-9.3442
19.0444,-77.6937,-10.8931
19.0545,-78.2281,-9.6476
19.0644,-78.7222,-10.1750
19.0739,-78.3144,-11.0575
19.0833,-78.1958,-8.8746
19.0922,-78.6874,-7.9524
19.1025,-78.7149,-5.7284
19.1124,-80.7958,-4.8666
19.1220,-80.7747,-7.2701
19.1319,-76.2212,-12.5741
19.1407,-72.4838,-17.0453
19.1505,-72.1543,-17.5518
19.1605,-76.0168,-12.3147
19.1697,-77.4525,-9.3697
19.1793,-79.6482,-6.4129
19.1880,-80.2862,-6.7721
19.1984,-80.3847,-6.6873
19.2081,-82.5888,-3.7975
19.2176,-78.9276,-5.8787
19.2278,-79.2831,-5.5717
19.2379,-79.5000,-5.9716
19.2483,-78.8724,-7.7279
19.2579,-78.2307,-8.9374
19.2679,-77.3996,-9.7607
19.2781,-77.4557,-9.2267
19.2867,-78.3205,-8.0582
19.2966,-79.2682,-7.7469
19.3071,-79.6339,-5.8386
19.3167,-80.0461,-5.0642
19.3260,-81.1941,-3.6508
19.3350,-80.5240,-1.8985
19.3449,-81.1717,-2.8320
19.3552,-78.6575,-7.4289
19.3638,-78.2368,-8.0107
19.3736,-78.0118,-8.4112
19.3828,-76.3731,-12.9450
19.3940,-74.5465,-15.2318
19.4039,-72.5878,-17.1806
19.4125,-73.1706,-16.6406
19.4226,-73.6821,-16.2030
19.4324,-76.7133,-13.1918
19.4423,-81.0306,-8.8262
19.4524,-80.2055,-8.8375
19.4618,-80.9679,-8.8929
19.4721,-80.3447,-9.3117
19.4808,-81.4930,-8.0761
19.4910,-83.0550,-6.7627
19.5008,-82.6927,-7.3050
19.5096,-77.6186,-12.3514
19.5198,-74.2647,-15.6047
19.5288,-76.1650,-12.8082
19.5383,-76.3801,-11.7654
19.5485,-77.3657,-10.0035
19.5573,-78.3449,-10.0973
19.5670,-78.5750,-9.8566
19.5766,-83.0262,-5.0064
19.5866,-78.9190,-10.6847
19.5970,-79.0542,-7.9815
19.6063,-78.8591,-9.7452
19.6161,-76.5077,-11.0621
19.6247,-73.8003,-13.0493
19.6346,-68.4715,-17.8841
19.6444,-66.4560,-19.0271
19.6530,-66.3345,-19.0751
19.6624,-66.5384,-18.2437
19.6720,-68.9610,-15.7786
19.6815,-72.8313,-10.7809
19.6914,-73.7726,-10.4328
19.6999,-74.9042,-9.5531
19.7096,-73.3493,-10.8048
19.7222,-66.7775,-12.9197
19.7307,-65.5177,-12.6336
19.7407,-64.0790,-18.2366
19.7501,-67.3701,-13.7229
19.7598,-64.8670,-14.0500
19.7697,-61.6402,-14.3520
19.7782,-65.0337,-11.0958
19.7880,-61.9076,-13.9304
19.7972,-60.2417,-11.9018
19.8072,-59.8314,-14.0045
19.8167,-59.8795,-10.9525
19.8252,-64.7361,-11.3184
19.8446,-58.1896,-14.2653
19.8547,-54.6338,-15.6868
19.8636,-51.7733,-13.8530
19.8737,-49.8819,-14.9802
19.8833,-52.7231,-19.4487
19.8929,-48.7835,-21.4310
19.9030,-50.8103,-19.3593
19.9119,-49.3763,-18.9142
19.9216,-52.8983,-17.5333
19.9320,-55.2300,-17.4679
19.9421,-47.7849,-12.4072
19.9524,-48.2766,-11.4925
19.9610,-44.5629,-18.8813
19.9709,-41.4366,-16.3244
19.9802,-40.4763,-20.8074
19.9908,-38.6709,-22.2518
20.0003,-40.4218,-19.5480
20.0099,-46.2381,-20.7802
20.0201,-46.3947,-20.8807
20.0289,-47.0719,-18.4179
20.0386,-48.4345,-19.2126
20.0487,-44.6070,-22.7576
20.0577,-38.7264,-20.7597
20.0684,-39.0476,-23.2415
20.0776,-36.5218,-25.2189
20.0879,-35.4977,-25.1435
20.0978,-31.2741,-24.3363
20.1077,-31.1015,-24.4120
20.1176,-34.5523,-21.9014
20.1264,-35.1305,-20.9456
20.1369,-38.9062,-20.5954
20.1471,-36.3053,-17.5219
20.1571,-37.0154,-20.3426
20.1672,-38.4695,-22.5493
20.1769,-31.2659,-18.9749
20.1857,-28.4220,-18.2542
20.1961,-29.7113,-19.6242
20.2062,-27.3470,-21.4054
20.2156,-27.9960,-17.2310
20.2260,-38.9519,-16.9233
20.2354,-29.8995,-18.8161
20.2454,-31.3526,-14.6938
20.2564,-24.9081,-18.5511
20.2654,-22.4829,-21.6006
20.2756,-20.0881,-21.5737
20.2856,-20.4515,-19.6634
20.2943,-21.9918,-19.7122
20.3046,-21.3614,-15.2572
20.3140,-35.2267,-18.8939
20.3238,-31.1025,-15.8144
20.3338,-31.8783,-15.4044
20.3427,-30.8310,-19.0252
20.3529,-25.0759,-17.0795
20.3618,-23.1144,-20.7472
20.3717,-20.6144,-27.7754
20.3822,-16.0236,-27.4496
20.3910,-14.5037,-25.9647
20.4007,-15.2481,-25.0556
20.4104,-13.2330,-21.6533
20.4192,-19.3710,-21.7764
20.4289,-24.8967,-20.2933
20.4385,-29.1004,-18.7481
20.4485,-22.3045,-16.7671
20.4588,-20.5187,-17.9182
20.4709,-22.4049,-23.8414
20.4796,-17.3321,-22.8921
20.4926,-7.9953,-27.3836
20.5025,-7.8600,-28.3674
20.5175,-15.4543,-23.2567
20.5275,-23.8113,-22.6098
20.5366,-17.7602,-19.5655
20.5464,-16.5569,-13.3108
20.5573,-20.8153,-13.8241
20.5659,-17.4782,-15.8739
20.5759,-14.4923,-17.0999
20.5860,-12.3464,-21.2723
20.5946,-10.4284,-24.0680
20.6045,-11.1665,-23.4532
20.6145,-11.1816,-21.9090
20.6239,-20.1311,-24.9319
20.6334,-14.9547,-17.4483
20.6438,-6.9225,-18.1085
20.6543,-6.3203,-18.0781
20.6646,-6.2458,-20.4811
20.6734,-9.3420,-20.5711
20.6833,-12.8408,-19.0103
20.6936,-14.0074,-19.9370
20.7024,-14.8991,-22.5931
20.7123,-10.3534,-22.6508
20.7225,-10.1718,-19.7956
20.7319,-7.5532,-21.0697
20.7417,-6.1245,-19.2284
20.7518,-2.8302,-16.9384
20.7624,-1.3067,-13.0110
20.7730,-2.6862,-13.6329
20.7832,-9.7698,-6.0045
20.7932,-16.2569,-12.5518
20.8031,-8.9695,-9.8201
20.8119,-7.1947,-11.9445
20.8222,-1.6063,-12.0087
20.8321,1.9860,-13.2505
20.8407,4.1709,-11.6855
20.8513,2.1319,-14.7214
20.8613,1.0291,-13.5776
20.8706,-4.2450,-14.0719
20.8807,-7.5861,-12.2926
20.8911,-4.6249,-9.6158
20.9000,0.4035,-10.5647
20.9100,2.4384,-12.6245
20.9203,3.7578,-10.7089
20.9293,-2.1710,-9.8002
20.9387,5.4247,-14.1270
20.9486,8.1976,-13.9830
20.9583,9.7180,-11.9109
20.9687,13.5277,-13.6691
20.9785,16.7670,-12.1859
20.9887,15.5674,-11.3384
20.9984,16.2271,-16.8170
21.0070,16.3385,-9.9668
21.0167,14.5745,-12.0049
21.0263,12.1304,-9.9305
21.0350,12.0101,-8.0383
21.0448,14.2588,-8.6415
21.0549,14.3123,-13.0460
21.0637,14.8713,-18.2298
21.0740,14.6951,-14.3336
21.0841,14.8728,-18.8157
21.0937,17.6476,-16.5280
21.1037,15.3359,-15.0186
21.1144,13.8538,-16.6522
21.1242,14.9569,-13.0297
21.1340,17.9633,-14.0225
21.1437,15.8232,-12.6707
21.1544,14.7979,-18.4546
21.1642,15.8717,-14.1489
21.1732,19.6932,-13.6760
21.1834,24.5293,-9.8747
21.1934,30.3955,-8.5806
21.2022,27.8285,-8.8202
21.2120,20.8967,-17.0437
21.2217,20.8327,-13.9422
21.2312,20.4201,-16.4171
21.2408,16.6831,-14.6771
21.2508,21.8609,-0.7945
21.2596,27.2154,-2.2567
21.2701,28.9723,-4.4722
21.2812,28.3675,-0.2067
21.2912,30.1587,-1.3365
21.3011,32.4602,-5.1828
21.3117,32.6326,-10.8586
21.3215,31.6378,-15.2629
21.3316,31.2425,-18.2001
21.3405,25.4786,-26.1100
21.3511,30.3283,-16.0949
21.3608,29.1566,-12.3838
21.3696,28.1347,-17.5250
21.3798,31.3353,-4.5460
21.3905,34.4242,-1.5374
21.4001,36.4367,-3.0480
21.4109,35.4837,-1.7409
21.4212,35.7291,-6.3315
21.4313,35.9712,-8.3898
21.4410,36.2447,-13.1428
21.4498,35.0273,-12.1642
21.4597,36.7410,-13.9093
