time,roll,pitch
21.4703,35.7035,-17.5431
21.4794,32.2291,-14.1132
21.4893,32.9502,-14.3825
21.5000,35.9276,-14.0579
21.5089,36.0571,-10.7337
21.5189,38.9537,-7.9443
21.5289,40.0837,-9.6967
21.5379,42.7150,-6.2287
21.5473,40.3614,-3.5469
21.5572,43.8236,-7.2923
21.5671,39.9515,-1.3358
21.5793,38.7430,-6.1840
21.5901,37.9814,-7.5553
21.5995,38.2043,-6.4757
21.6092,41.5056,-8.4838
21.6193,41.3184,-13.3892
21.6281,42.7141,-20.0345
21.6376,47.2209,-5.7536
21.6475,50.3637,-3.6352
21.6573,54.3436,-6.7797
21.6669,54.4621,-3.2073
21.6777,56.4648,-6.8062
21.6879,56.8964,-7.1749
21.6984,57.0207,-12.7233
21.7072,53.0274,-15.4694
21.7173,48.7602,-7.9515
21.7272,49.6518,-14.1263
21.7361,50.1743,-17.5543
21.7465,55.5157,-8.9568
21.7561,59.0528,-6.6900
21.7657,62.0430,-2.5787
21.7757,61.3697,-1.2793
21.7856,63.2579,-5.1085
21.7949,60.4464,-0.7678
21.8048,58.5473,-2.8545
21.8154,55.7084,-1.9734
21.8256,58.8830,-12.9738
21.8351,54.5922,-10.4747
21.8437,53.0260,-13.0047
21.8542,51.7930,-17.0810
21.8642,52.3741,-17.4402
21.8736,53.9455,-19.0328
21.8833,57.6858,-14.0712
21.8931,59.4532,-12.5922
21.9032,60.2030,-12.3809
21.9133,60.2067,-11.0522
21.9231,59.5386,-2.7312
21.9331,63.2529,-2.4153
21.9437,64.4150,0.1396
21.9524,64.1215,-0.6924
21.9625,67.9268,-6.4762
21.9723,65.5173,-1.8366
21.9813,66.3885,-3.8662
21.9919,65.4176,-6.7592
22.0014,65.4764,-7.9586
22.0112,63.8305,-6.0466
22.0210,64.7293,-9.8321
22.0316,64.2353,-8.4025
22.0412,65.7049,-9.3754
22.0512,68.1536,-6.0340
22.0598,66.3525,-1.9812
22.0700,68.1399,-5.2871
22.0801,66.6327,-5.8259
22.0899,64.9023,-7.5312
22.1000,64.9932,-11.0153
22.1091,62.7256,-12.7608
22.1188,60.7089,-15.6747
22.1289,59.7617,-16.1221
22.1383,59.9403,-18.1290
22.1480,61.8249,-16.4676
22.1569,63.1847,-13.7747
22.1666,65.8066,-13.3077
22.1766,67.2425,-10.9513
22.1857,69.1574,-7.9651
22.1955,70.3939,-5.3947
22.2047,70.2526,-6.2268
22.2148,69.7217,-5.1318
22.2251,69.9525,-7.2012
22.2345,68.7625,-4.7525
22.2444,68.6363,-6.5099
22.2534,67.0004,-9.4646
22.2638,65.8113,-12.2191
22.2733,64.9209,-10.7355
22.2826,64.4196,-10.9095
22.2927,64.5704,-10.7993
22.3029,64.5006,-11.1972
22.3128,63.1544,-9.6624
22.3229,64.8997,-10.6110
22.3338,64.9777,-10.9866
22.3437,66.0405,-11.4687
22.3535,63.4525,-9.9743
22.3622,63.4570,-13.5795
22.3725,64.6536,-14.3054
22.3828,65.8830,-9.7766
22.3922,66.6438,-8.5213
22.4029,68.2935,-7.2373
22.4135,68.6134,-12.5888
22.4236,66.7548,-8.4285
22.4337,66.8162,-7.4156
22.4423,64.7767,-5.3393
22.4524,64.7999,-6.0857
22.4621,63.4356,-2.7457
22.4715,63.7231,-4.4076
22.4823,64.4017,-0.0443
22.4930,64.8805,-1.7220
22.5039,62.7833,-24.6828
22.5137,54.9471,-33.1942
22.5223,53.5007,-19.0137
22.5324,52.1812,-16.7130
22.5427,49.8527,-20.4840
22.5524,49.3355,-17.6374
22.5625,47.3272,-12.9169
22.5738,50.0462,-15.7767
22.5839,52.1872,-11.3078
22.5939,51.9955,-13.3357
22.6028,53.8805,-12.9323
22.6137,53.3273,-10.2392
22.6234,54.6173,-13.3238
22.6325,55.0357,-14.9028
22.6433,55.8236,-18.9391
22.6538,54.4810,-6.8570
22.6636,56.0015,-4.6953
22.6741,55.5109,-4.2116
22.6831,56.7288,-7.1753
22.6931,55.4392,-7.3285
22.7026,54.6467,-4.8061
22.7114,57.6547,-6.9943
22.7211,59.6363,-11.6413
22.7313,57.3101,-22.2009
22.7407,50.9600,-30.0893
22.7506,10.9767,-57.3748
22.7612,31.1102,36.6143
22.7709,-6.8391,46.4242
22.7803,66.7848,-12.9397
22.7893,55.0054,-10.3093
22.8000,24.5458,-1.7672
22.8105,28.8200,-27.7737
22.8191,26.6098,-32.1099
22.8288,27.7887,-20.2557
22.8390,25.7567,-20.2912
22.8479,27.3207,-17.8409
22.8583,31.1541,-14.7782
22.8686,25.5611,-16.5343
22.8777,33.1882,-10.0925
22.8881,24.9082,-15.7536
22.8976,20.0502,-9.6353
22.9071,20.5034,-7.3677
22.9175,20.0932,-6.8101
22.9280,21.0975,-5.0740
22.9379,21.8270,-2.1263
22.9479,21.1495,-8.5189
22.9569,7.7980,-24.7576
22.9667,7.9776,-25.3599
22.9763,27.5415,-20.7369
22.9850,23.5056,-14.3993
22.9951,19.8659,-6.6600
23.0048,27.2683,-10.2174
23.0133,27.5899,-7.7646
23.0229,23.4817,-3.7775
23.0327,26.7140,-1.2321
23.0421,27.5262,0.8456
23.0517,24.6194,1.2549
23.0625,25.8581,-4.4467
23.0722,14.9336,-17.2919
23.0825,23.3208,-17.4986
23.0911,22.6428,-13.6304
23.1009,23.3288,-14.9380
23.1110,24.5739,-11.4650
23.1209,26.9362,-9.4020
23.1305,24.2396,-10.9359
23.1407,19.1331,-9.4028
23.1508,20.3406,-6.0561
23.1608,23.0813,-6.0504
23.1694,16.4349,-19.1526
23.1790,13.5843,-17.5211
23.1889,17.1904,-19.9703
23.1975,21.3894,-18.9778
23.2076,28.2439,-16.0625
23.2180,16.0753,-14.3014
23.2272,10.9104,-3.0788
23.2370,13.1066,-4.8746
23.2466,19.4503,-10.9108
23.2562,23.1423,-1.1997
23.2662,23.2529,-3.8937
23.2759,23.7237,-0.3335
23.2863,21.8865,-5.4124
23.2969,20.8716,-11.5214
23.3058,11.5851,-12.9304
23.3155,11.4925,-24.4524
23.3258,12.0934,-24.6476
23.3347,12.3340,-13.7854
23.3451,13.9484,-13.7670
23.3547,14.8087,-13.6763
23.3645,16.7606,-8.4312
23.3744,15.6681,-6.7900
23.3851,18.0158,-4.4416
23.3948,18.8129,-1.3763
23.4051,19.2483,-2.9272
23.4151,19.7925,-7.4162
23.4248,21.4665,-11.7952
23.4344,17.5361,-13.0678
23.4430,13.8442,-15.7425
23.4527,5.3333,-17.2499
23.4624,8.8071,-24.6675
23.4711,7.9261,-20.6343
23.4806,5.5669,-12.6001
23.4906,5.5814,-10.0826
23.4994,7.8978,-9.5870
23.5089,10.0185,-8.8054
23.5187,9.5807,-5.3242
23.5284,11.1904,-5.2745
23.5385,13.8017,-5.3442
23.5479,13.8780,-3.3619
23.5576,11.7757,-3.3653
23.5675,8.1031,-6.7456
23.5761,7.2133,-14.1753
23.5855,5.3992,-14.4437
23.5955,3.7006,-11.2688
23.6051,5.2078,-11.1352
23.6149,6.0939,-11.3351
23.6243,6.9966,-14.6404
23.6330,9.1987,-12.1829
23.6429,4.3086,-4.9469
23.6541,5.1487,-6.5662
23.6626,5.9245,-11.2545
23.6722,-1.1113,-10.0812
23.6820,-7.6951,-8.1471
23.6915,-10.5694,-7.5849
23.7014,-8.8189,-8.3113
23.7106,-6.5145,-8.5408
23.7206,-6.5756,-4.8153
23.7302,-7.0213,-1.9004
23.7388,-3.8923,-1.5644
23.7484,-4.0326,-3.6120
23.7582,-7.4459,-2.8418
23.7676,-10.1823,-5.7631
23.7777,-12.0645,-9.5268
23.7869,-14.1844,-14.5631
23.7970,-15.2006,-13.8813
23.8064,-16.3711,-13.3153
23.8150,-13.4891,-15.3635
23.8248,-11.5692,-13.5525
23.8349,-10.3550,-10.2289
23.8441,-8.7024,-6.3741
23.8543,-10.3464,-4.7337
23.8633,-11.7325,-2.6652
23.8731,-9.4353,-1.5249
23.8830,-14.6960,-5.3834
23.8916,-14.6212,-12.3198
23.9015,-18.0468,-20.3351
23.9111,-19.6133,-19.0353
23.9213,-17.6840,-15.6714
23.9310,-15.3144,-9.8244
23.9396,-13.2526,-5.3315
23.9497,-9.5026,-6.0546
23.9598,-8.4416,-1.6446
23.9684,-6.2615,0.3416
23.9784,-5.2035,-1.9086
23.9886,-4.1083,-0.6164
23.9984,-3.4507,-1.1305
24.0080,-3.0860,0.8072
24.0166,-4.6791,-2.4787
24.0267,-7.6106,-7.6856
24.0362,-8.4747,-10.6191
24.0447,-8.2352,-13.2487
24.0545,-25.0066,-18.6738
24.0635,-17.7133,-21.5732
24.0730,-11.9226,-15.9890
24.0823,-11.1667,-14.7299
24.0909,-10.6477,-13.2802
24.1005,-12.2930,-8.2583
24.1102,-13.3314,-10.0722
24.1198,-15.1181,-8.3344
24.1296,-14.0054,-8.4885
24.1382,-14.5043,-10.0325
24.1479,-16.2564,-8.2519
24.1580,-18.1564,-13.0228
24.1677,-18.6094,-15.5032
24.1778,-21.0534,-13.0283
24.1868,-21.6323,-14.9459
24.1968,-21.3965,-16.0581
24.2067,-18.4941,-17.4854
24.2157,-17.3220,-16.2571
24.2260,-14.9009,-14.2856
24.2348,-13.1972,-12.7561
24.2448,-13.7570,-7.2029
24.2547,-14.2884,-5.1265
24.2636,-15.6026,-6.2827
24.2730,-17.5802,-8.7885
24.2832,-23.8560,-10.0846
24.2931,-22.6178,-13.3643
24.3036,-22.6117,-10.7545
24.3121,-20.2195,-11.7604
24.3216,-16.5449,-14.5162
24.3323,-12.7129,-13.5542
24.3409,-10.6994,-14.4673
24.3503,-11.7983,-14.1304
24.3601,-12.2415,-10.1278
24.3686,-14.6316,-8.7062
24.3786,-19.3220,-11.4212
24.3875,-27.7749,-16.4702
24.3967,-27.8220,-18.8516
24.4064,-29.0833,-17.9846
24.4150,-20.8478,-13.1986
24.4248,-8.4499,-24.1024
24.4335,-7.9489,-18.6672
24.4429,-4.4739,-12.1828
24.4527,-2.8445,-11.3793
24.4613,-0.3551,-9.8211
24.4798,-1.9019,-2.9530
24.4897,-6.8235,-2.3818
24.4986,-13.3348,-1.7747
24.5086,-19.7592,-0.5517
24.5184,-24.5415,-6.2572
24.5278,-23.7800,-12.1244
24.5382,-19.6951,-18.7885
24.5468,-16.1042,-20.4865
24.5561,-13.7075,-19.0213
24.5660,-12.2166,-20.2728
24.5754,-8.5924,-21.3813
24.5851,-7.8275,-21.3151
24.5940,-11.4183,-16.1974
24.6037,-16.1868,-13.4055
24.6138,-18.8027,-12.5104
24.6225,-20.2341,-9.6558
24.6322,-14.2372,-11.9272
24.6414,-6.6633,-16.2134
24.6515,-1.6905,-18.5371
24.6615,-1.3511,-17.2801
24.6708,-0.9336,-14.7945
24.6808,-3.2119,-23.4817
24.6895,-11.3203,-15.7629
24.6994,-15.2892,-17.0701
24.7089,-10.7331,-18.2192
24.7185,-5.4078,-21.2761
24.7282,-2.3121,-19.3060
24.7367,-0.4036,-21.7791
24.7469,-1.4678,-24.1809
24.7572,-2.2141,-23.6876
24.7671,-9.8049,-25.0644
24.7773,-4.6700,-30.9350
24.7861,-4.6191,-27.9791
24.7956,-7.2309,-26.5188
24.8055,-6.4827,-24.4600
24.8144,-5.4248,-22.1281
24.8244,-4.2033,-19.3978
24.8334,-3.2840,-16.8378
24.8438,0.4871,-16.5547
24.8540,2.3137,-21.6582
24.8638,3.3007,-23.4367
24.8737,1.5517,-22.6676
24.8826,-0.2136,-21.6478
24.8931,-3.1860,-18.0402
24.9029,-8.6650,-14.8914
24.9123,-4.3695,-20.8368
24.9228,0.5820,-21.2599
24.9323,2.9419,-20.5912
24.9477,5.2255,-21.5262
24.9576,10.9885,-23.2568
24.9676,10.3627,-26.6732
24.9784,7.6526,-22.5932
24.9882,3.1321,-21.1470
24.9983,1.2571,-20.0766
25.0082,1.8133,-14.6962
25.0169,-4.7062,-8.5730
25.0263,-0.4735,-12.7113
25.0362,6.7185,-23.3919
25.0458,11.2716,-26.8596
25.0553,13.8370,-27.4983
25.0638,14.1904,-25.2903
25.0742,9.7846,-21.8626
25.0842,-2.3212,-18.2574
25.0931,-6.4329,-14.6978
25.1030,-10.0343,-10.1548
25.1124,-3.6885,-9.8090
25.1217,1.2011,-11.6327
25.1316,5.9285,-10.6897
25.1419,7.6210,-10.7339
25.1519,7.8166,-12.6112
25.1725,8.9709,-18.6644
25.1814,5.5620,-21.1656
25.1917,2.3601,-17.0867
25.2020,-6.7125,-14.7571
25.2115,-1.5964,-12.5922
25.2214,4.0381,-13.6422
25.2310,8.6814,-15.5745
25.2407,12.0371,-17.0770
25.2510,11.3685,-16.0250
25.2599,12.4037,-14.2220
25.2697,10.2165,-13.2300
25.2796,3.8573,-12.3147
25.2892,2.1849,-14.8727
25.2993,-1.7669,-16.5715
25.3078,0.8611,-15.9536
25.3171,6.9329,-12.8773
25.3268,6.9803,-11.7420
25.3360,12.4533,-15.2861
25.3458,17.7559,-16.2411
25.3543,18.6853,-10.8337
25.3638,14.6855,-6.6924
25.3737,10.7542,-10.4347
25.3825,6.3639,-9.7393
25.3922,2.0932,-13.4730
25.4022,-1.8129,-18.8409
25.4117,-2.4359,-18.5430
25.4214,-1.6620,-18.1929
25.4306,1.9912,-16.4289
25.4400,4.6633,-16.2016
25.4501,6.6026,-15.4391
25.4601,8.8033,-19.9581
25.4700,12.8722,-22.2782
25.4787,12.1380,-19.7328
25.4885,8.2760,-14.3721
25.4993,3.6191,-12.0591
25.5086,2.1236,-14.9685
25.5186,-0.8792,-16.6701
25.5273,-0.5421,-18.1047
25.5376,9.2502,-17.2943
25.5474,12.2345,-16.2876
25.5606,9.0225,-12.1166
25.5706,4.4546,-13.1989
25.5790,6.1205,-19.0791
25.5879,8.4435,-22.7172
25.5979,5.4553,-16.6002
25.6072,3.3140,-18.5608
25.6168,1.6134,-23.0939
25.6265,1.8541,-22.6829
25.6351,0.2936,-21.3494
25.6451,0.3002,-19.6055
25.6545,-1.1364,-25.7752
25.6652,3.8123,-31.1611
25.6760,8.0004,-22.0411
25.6857,6.1567,-15.8238
25.6956,5.2383,-15.5090
25.7047,4.4573,-15.1766
25.7147,4.0375,-17.6594
25.7247,1.8925,-17.8448
25.7346,-3.4017,-18.5660
25.7453,-5.2437,-19.9009
25.7539,-7.6980,-22.0561
25.7638,-3.5757,-22.8369
25.7738,-2.3111,-19.5014
25.7843,-4.1390,-22.1823
25.7948,5.7616,-18.2710
25.8038,15.5013,-22.5204
25.8139,3.7493,-17.3914
25.8246,5.5983,-21.6593
25.8345,0.0558,-19.8913
25.8441,-1.3898,-16.1590
25.8536,-4.8833,-16.2594
25.8643,-4.7450,-22.0576
25.8750,-4.3086,-22.9300
25.8854,-2.0666,-22.7936
25.8954,2.2111,-24.0688
25.9050,6.6548,-25.6614
25.9151,3.9819,-21.1465
25.9255,0.0145,-19.5190
25.9358,-4.5350,-15.0239
25.9480,-7.3823,-12.4804
25.9585,-9.1399,-15.8581
25.9688,-13.9422,-16.7436
25.9782,-9.2553,-18.8336
25.9881,-2.9775,-24.9319
25.9978,-3.0398,-21.3293
26.0157,8.1831,-22.1507
26.0264,3.2700,-11.5236
26.0362,0.3377,-16.0800
26.0461,-7.2166,-9.0916
26.0570,-11.3063,-14.6486
26.0673,-17.1606,-18.4184
26.0761,-16.0400,-20.9220
26.0863,-14.5487,-17.7265
26.0962,-11.5911,-18.3302
26.1058,-3.6603,-17.3183
26.1160,2.9182,-17.5999
26.1245,1.8092,-16.1199
26.1343,5.5245,-25.7791
26.1444,-1.9227,-15.7090
26.1537,-6.5216,-14.5605
26.1640,-12.3989,-16.4291
26.1726,-16.6016,-14.5778
26.1830,-19.0287,-7.9798
26.1932,-12.7872,-12.7126
26.2027,-11.2325,-13.4284
26.2126,-0.8122,-17.1212
26.2217,-1.4185,-13.8303
26.2315,0.7426,-11.7744
26.2411,-1.5198,-6.0459
26.2510,-5.7205,-3.0745
26.2613,-9.9460,-6.5592
26.2700,-16.3173,-7.2744
26.2795,-17.9753,-15.9508
26.2894,-20.1130,-17.9136
26.2989,-21.3508,-15.7661
26.3092,-20.2366,-20.7775
26.3177,-15.2398,-23.3852
26.3275,-12.6791,-22.5421
26.3375,-10.9470,-23.4112
26.3464,-10.2607,-19.4845
26.3557,-9.9592,-12.1486
26.3654,-15.7892,-4.2754
26.3739,-17.4003,-4.2799
26.3834,-22.3039,-4.1909
26.3935,-24.1038,-10.7579
26.4037,-21.0277,-12.0373
26.4136,-17.9654,-7.4191
26.4242,-11.4571,-9.4626
26.4348,-9.1651,1.5485
26.4450,-5.6357,13.1991
26.4547,-8.7562,21.8662
26.4645,-12.2894,21.9813
26.4747,-16.0674,8.2117
26.4845,-9.0017,-3.8950
26.4950,-12.9556,-17.5557
26.5050,-9.6353,-29.6210
26.5150,-7.9082,-28.0353
26.5250,-8.4394,-24.7215
26.5342,-8.5763,-20.9597
26.5441,-6.8390,-14.0530
26.5536,-12.4971,-6.4837
26.5622,-8.5865,-11.9479
26.5764,-14.0230,-10.2452
26.5863,-13.6924,-14.0317
26.5952,-15.0375,-16.9140
26.6050,-16.2489,-12.0474
26.6153,-8.7536,-19.2458
26.6256,-6.5251,-26.8852
26.6357,-11.3114,-22.6409
26.6444,-8.6604,-23.3908
26.6547,-7.6521,-22.1453
26.6642,-7.9395,-11.0652
26.6742,-6.0054,-4.1161
26.6841,-13.1158,-8.2132
26.6930,-17.5899,-14.8574
26.7034,-15.3640,-18.0148
26.7123,-9.5207,-17.1148
26.7218,-9.4206,-14.2551
26.7318,-6.7516,-14.9052
26.7407,3.5207,-15.7299
26.7505,0.5604,-10.1540
26.7596,7.0205,-10.4414
26.7696,1.0697,-13.2164
26.7790,-1.0252,-5.0494
26.7876,-2.1521,0.7674
26.7975,0.1697,5.2533
26.8067,-3.9684,2.0388
26.8166,-5.4841,0.3766
26.8272,-6.4721,0.3936
26.8370,-2.8063,-4.5758
26.8469,0.5316,-7.1503
26.8557,1.0512,-5.6105
26.8656,5.8696,-4.4885
26.8753,3.5479,-2.1680
26.8847,6.2088,-5.5638
26.8949,2.6383,-0.1381
26.9057,0.8520,-4.5101
26.9152,-6.6993,-1.1020
26.9253,-12.1757,-4.1670
26.9349,-4.0662,-18.3683
26.9450,-3.0540,-16.5080
26.9537,5.1854,-21.2530
26.9636,2.1257,-16.4093
26.9737,11.8211,-15.9405
26.9838,10.6947,-22.0506
26.9934,4.6907,-15.2434
27.0022,4.9274,-12.5949
27.0126,-1.7511,-3.6524
27.0215,-5.6344,-1.3415
27.0313,-4.3394,-10.9123
27.0411,-6.2748,-4.4356
27.0532,-0.8024,-11.3640
27.0633,2.4976,-13.6702
27.0727,-1.5500,-11.2582
27.0829,6.2497,-20.7122
27.0930,4.7448,-14.5634
27.1017,5.7310,-17.4885
27.1115,3.8598,-15.1381
27.1218,-3.4433,-10.3351
27.1312,8.5707,-16.4144
27.1409,-0.1011,-9.0920
27.1513,2.9589,-12.4249
27.1612,9.2131,-7.4674
27.1710,15.6452,-7.5147
27.1797,14.9878,-10.4746
27.1896,-1.3349,-38.3438
27.1991,-8.5871,-11.4572
27.2087,-7.8735,-3.6848
27.2191,-14.1401,2.4183
27.2293,-5.0735,-9.8583
27.2393,-0.3256,-7.1671
27.2495,5.9156,-11.0435
27.2581,4.2436,-2.4727
27.2681,11.4911,-8.3212
27.2783,7.5629,-14.9537
27.2870,-0.2240,-11.4882
27.2968,0.4428,-17.2282
27.3066,-1.0177,-21.6381
27.3163,-0.0141,-17.5587
27.3257,5.0853,-23.8824
27.3360,4.7942,-19.2031
27.3462,4.3587,-14.3080
27.3565,-1.2502,-7.7542
27.3650,6.1606,-14.7758
27.3745,2.4757,-12.7394
27.3842,7.5084,-17.4645
27.3928,4.8938,-13.2581
27.4032,-0.4378,-19.8272
27.4134,-2.0307,-17.5161
27.4234,-2.6149,-17.0550
27.4334,-0.3888,-19.8794
27.4436,2.6223,-22.6849
27.4534,-0.6242,-10.6582
27.4636,-1.9902,-11.0117
27.4722,1.6667,-13.8035
27.4824,6.0048,-16.4313
27.4922,5.9576,-19.8148
27.5010,-2.3504,-17.3254
27.5112,-2.4214,-17.1183
27.5208,8.0247,-30.4291
27.5296,-2.1808,-17.3377
27.5399,-7.0163,-12.3133
27.5499,-3.8380,-10.1502
27.5592,-3.0969,-5.6488
27.5688,0.4642,-10.0239
27.5784,7.2087,-13.4298
27.5883,-2.2220,-17.6195
27.5988,11.4794,-25.2343
27.6075,12.5651,-13.7581
27.6175,0.1855,-22.9010
27.6278,5.2624,-30.1157
27.6374,-8.6157,-34.6588
27.6475,-26.7588,-9.7933
27.6583,-18.2903,2.6144
27.6679,-11.1808,-0.8383
27.6777,-7.6881,-10.5621
27.6865,-6.9703,-11.2390
27.6967,14.8876,-10.8655
27.7064,8.5838,-11.8270
27.7156,4.5862,-20.4840
27.7255,15.8772,-30.9000
27.7355,-10.6199,-44.7215
27.7447,-10.8256,-21.7912
27.7543,-23.2565,0.0649
27.7643,-19.2471,4.0647
27.7742,-14.0428,6.5220
27.7836,-11.6001,5.5517
27.7923,-4.9972,4.6226
27.8019,8.9068,-4.7662
27.8129,4.5426,-15.5090
27.8231,-1.3033,-24.5806
27.8333,2.0226,-29.8354
27.8421,7.7716,-20.7076
27.8523,-1.9859,-12.5624
27.8621,-7.3937,-5.9549
27.8710,-9.4845,8.1587
27.8810,-6.3406,14.6491
27.8913,-1.7436,10.1556
27.9007,1.0959,1.6671
27.9108,-12.5271,0.3945
27.9212,-13.3038,-14.0101
27.9315,-7.5631,-22.5153
27.9411,-12.1368,-18.5102
27.9499,2.2784,-14.5110
27.9597,6.3851,-16.4552
27.9694,-4.0801,-3.2315
27.9778,-6.4004,2.5165
27.9875,-2.8849,1.4876
27.9970,5.7816,-2.5505
28.0064,4.8860,-2.4020
28.0166,1.5962,-11.6107
28.0273,-5.7362,-15.5503
28.0373,-12.4420,-20.4610
28.0475,-13.3495,-22.3866
28.0561,-15.4158,-12.6566
28.0661,-14.3770,-3.5449
28.0760,-12.0179,0.0880
28.0848,-8.5084,-1.9031
28.0943,-1.7006,0.5573
28.1043,-3.7759,0.2096
28.1141,2.2652,-29.4576
28.1245,-13.4973,-8.1812
28.1343,-12.5112,-8.2832
28.1443,-13.4506,-1.7367
28.1544,-12.7081,-1.4239
28.1629,-10.2911,-4.4846
28.1728,-7.2220,-5.5149
28.1824,-5.7815,-7.1744
28.1910,-4.9925,-5.9362
28.2006,-6.8100,-7.3055
28.2103,-4.5976,-14.2208
28.2201,-10.2449,-16.0748
28.2301,-16.5228,-11.8302
28.2409,-17.3284,-10.9782
28.2506,-16.1424,-13.9420
28.2606,-12.2638,-14.1079
28.2693,-7.2637,-15.8968
28.2792,-6.0032,-15.4616
28.2887,-4.6183,-15.0790
28.2974,-2.7320,-16.0040
28.3075,-7.1312,-16.0695
28.3171,-9.8902,-16.4664
28.3257,-17.2157,-12.2377
28.3353,-21.7415,-10.9246
28.3452,-21.7912,-10.4895
28.3548,-20.9007,-11.1276
28.3640,-17.7666,-13.0928
28.3736,-13.7844,-12.0406
28.3830,-14.3678,-12.4525
28.3926,-14.8293,-14.9170
28.4010,-16.1863,-19.1383
28.4105,-18.3630,-16.8988
28.4198,-18.0532,-14.5846
28.4287,-17.2614,-16.7160
28.4388,-19.9194,-16.4820
28.4488,-15.0946,-21.7370
28.4585,-20.4181,-18.7870
28.4688,-17.7887,-19.5463
28.4784,-19.5375,-15.5413
28.4881,-16.6042,-14.3056
28.4979,-13.9822,-16.6155
28.5071,-10.9260,-17.6416
28.5170,-13.0052,-15.8156
28.5268,-9.2531,-19.5158
28.5356,-12.0301,-17.7814
28.5455,-15.6549,-20.2465
28.5551,-16.2248,-20.3237
28.5651,-20.6717,-21.9506
28.5749,-28.4965,-21.5363
28.5846,-19.0199,-23.4349
28.5940,-20.1501,-20.3100
28.6035,-15.2035,-24.7380
28.6120,-12.5063,-22.4247
28.6217,-8.0864,-20.2694
28.6311,-2.5411,-22.9378
28.6399,-1.9740,-23.0518
28.6496,-3.6625,-22.4924
28.6596,-7.5150,-22.0966
28.6690,-7.5505,-23.0499
28.6788,-14.9094,-17.7703
28.6885,-15.2510,-21.6541
28.6986,-15.5896,-22.6734
28.7081,-13.2757,-24.5412
28.7168,-9.1944,-24.3605
28.7265,-11.1311,-21.5802
28.7365,-11.3752,-21.5453
28.7451,-11.1668,-18.7394
28.7546,-10.2756,-15.6280
28.7645,-9.4612,-15.7762
28.7744,-8.2258,-17.7381
28.7842,-9.6800,-19.7106
28.7945,-11.4171,-19.9274
28.8044,-12.2168,-20.4466
28.8140,-13.3792,-21.4460
28.8226,-12.2892,-23.9236
28.8328,-10.5973,-24.7624
28.8431,-15.2118,-22.9236
28.8525,-14.0338,-23.5906
28.8626,-13.0964,-23.0420
28.8726,-12.4436,-22.9175
28.8816,-7.6077,-22.0255
28.8919,-4.8336,-19.8933
28.9017,-5.3942,-20.8155
28.9114,-6.9682,-22.2302
28.9214,-8.7326,-22.2599
28.9323,-12.0466,-22.1549
28.9419,-11.7823,-23.9000
28.9520,-11.9847,-23.9541
28.9613,-11.2091,-24.0735
28.9716,-10.2312,-25.4971
28.9810,-6.2849,-26.7637
28.9897,-7.4690,-23.5989
28.9996,-8.9860,-22.1818
29.0094,-9.4198,-19.5351
29.0180,-7.2236,-19.7801
29.0275,-9.1172,-19.4252
29.0369,-9.3636,-22.1795
29.0458,-10.3058,-22.6708
29.0559,-9.7430,-22.9383
29.0657,-7.8538,-22.4379
29.0748,-8.4233,-22.6517
29.0854,-9.0820,-22.7049
29.0951,-11.5077,-21.3441
29.1045,-14.7875,-22.9453
29.1142,-13.8780,-20.7343
29.1243,-11.4897,-22.2023
29.1338,-11.2987,-21.1030
29.1436,-10.7791,-21.3240
29.1523,-11.3684,-20.4703
29.1629,-9.7655,-22.7594
29.1724,-11.5109,-21.3361
29.1812,-12.3708,-21.7605
29.1907,-12.6160,-19.0934
29.2005,-12.5619,-18.7080
29.2098,-11.1998,-20.5826
29.2198,-13.0156,-22.5620
29.2298,-13.4762,-23.0664
29.2397,-12.7999,-23.9148
29.2495,-11.2022,-21.6462
29.2585,-11.5282,-21.7304
29.2684,-10.6521,-21.2388
29.2789,-9.5301,-19.5792
29.2876,-9.3228,-19.9066
29.2973,-11.2605,-18.8768
29.3072,-10.5353,-18.7070
29.3162,-9.5403,-19.1765
29.3262,-9.7917,-20.9052
29.3360,-10.7363,-23.3144
29.3450,-10.2997,-25.1006
29.3550,-11.2641,-22.7374
29.3646,-9.0026,-21.6750
29.3743,-9.4889,-21.7690
29.3843,-11.1705,-20.8985
29.3945,-8.4657,-20.8192
29.4043,-10.0735,-19.2149
29.4138,-11.6111,-19.2347
29.4226,-11.6675,-20.0973
29.4326,-11.6410,-19.0128
29.4422,-12.9867,-20.1067
29.4511,-13.5796,-20.1139
29.4609,-14.7749,-19.7870
29.4709,-12.2854,-19.5299
29.4798,-12.4279,-20.3782
29.4897,-11.5824,-21.0778
29.4996,-12.1574,-21.6848
29.5086,-10.3478,-21.5758
29.5180,-11.3184,-18.6260
29.5279,-12.5049,-18.6716
29.5368,-14.0774,-18.0010
29.5467,-13.1396,-17.4841
29.5561,-13.2072,-17.0032
29.5649,-11.9347,-20.3379
29.5751,-11.6118,-20.5872
29.5852,-12.0030,-20.2204
29.5946,-11.6819,-19.1553
29.6045,-11.3196,-19.0345
29.6144,-10.0465,-20.3134
29.6240,-12.1825,-20.0986
29.6339,-13.9168,-21.0417
29.6425,-13.2108,-22.0685
29.6530,-12.2544,-20.4163
29.6634,-11.0830,-20.0276
29.6722,-9.1617,-22.0962
29.6822,-9.6139,-20.8456
29.6924,-8.1192,-20.8616
29.7025,-8.3272,-20.0343
29.7123,-7.7254,-21.2995
29.7226,-9.8946,-21.2466
