time,acceleration x,acceleration y,acceleration z,gyroscope x,gyroscope y,gyroscope z
0.4563,7.5202,1.7885,-7.9871,-0.1015,-1.2509,3.3969
0.4747,7.4531,2.7054,-6.4811,-0.1333,-1.3182,-2.7099
0.4938,7.4484,2.5187,-7.8410,-0.1702,-1.3777,-6.3817
0.5126,6.4715,2.5355,-8.0709,-0.1430,-1.2943,-8.1527
0.5319,5.4540,2.5355,-8.0230,-0.1255,-1.1960,-6.6641
0.5506,5.0542,2.3463,-8.7125,-0.1160,-1.0871,-4.3053
0.5701,5.0206,2.3391,-8.8011,-0.0717,-0.9224,-3.0000
0.5892,4.6017,2.2625,-9.2943,-0.0631,-0.8635,-0.5115
0.6077,4.2162,3.1771,-9.5553,-0.1113,-0.8459,-0.2061
0.6269,4.3000,3.3088,-10.4124,-0.1284,-0.6637,-3.0611
0.6454,3.6152,2.6719,-10.5225,-0.0890,-0.3257,0.4962
0.6640,3.2058,2.8252,-10.2759,-0.0047,0.0256,5.0916
0.6822,3.6990,2.6863,-10.5321,0.0143,0.2710,5.8092
0.7009,4.0079,2.4612,-9.9407,-0.0047,0.4027,5.1756
0.7203,4.1444,3.0047,-9.2967,0.0172,0.6370,3.3588
0.7387,4.4580,3.3303,-10.6111,0.1330,1.0878,-0.3282
0.7583,4.2808,3.1580,-10.5393,0.1953,1.4884,-4.8550
0.7766,4.8028,2.7557,-9.8521,0.1683,1.5987,-9.6947
0.7955,5.9879,2.6264,-8.9974,0.1062,1.4476,-10.1832
0.8144,6.2345,2.2913,-7.1443,0.0136,1.1972,-8.1985
0.8335,6.4596,1.8890,-4.5873,-0.0126,0.8529,-7.9695
0.8531,7.0390,1.2426,-3.9169,-0.0273,0.4069,-5.8550
0.8717,6.9671,1.8723,-3.0167,-0.0140,-0.0475,-0.8550
0.8907,7.2784,2.4517,-3.6009,0.0006,-0.5265,-0.7328
0.9097,6.6798,1.2402,-4.3503,0.0128,-1.0107,0.0076
0.9284,6.0334,0.4932,-5.7604,-0.0374,-1.4877,6.0534
0.9477,5.6575,1.6257,-6.2728,-0.1053,-1.9094,6.2824
0.9668,5.4923,2.5546,-5.9879,-0.2047,-1.9094,-1.0992
0.9858,2.8922,3.5865,-7.6662,-0.2897,-1.9094,-2.6107
1.0046,1.2522,4.4748,-5.9256,-0.1422,-1.9094,23.8244
1.0223,2.2266,-2.2218,-13.8936,0.6666,-0.0187,42.6641
1.0418,1.4653,2.5594,-14.3413,-0.2614,-0.5744,4.3817
1.0602,2.3511,-0.7566,-13.2974,-0.1129,0.2197,-13.3435
1.0792,2.0087,3.3567,-10.5967,-0.2489,0.3684,-10.9847
1.0979,2.3774,3.1436,-8.3653,-0.1566,-0.0942,-1.3817
1.1167,3.2968,2.4565,-9.3326,-0.1058,0.1031,-4.4733
1.1361,2.0446,2.5522,-10.5872,-0.0847,0.2509,-2.6412
1.1549,2.2434,2.5857,-11.2240,-0.0743,0.5775,-0.7252
1.1744,2.4588,2.8754,-11.1546,-0.0766,0.8148,-5.6260
1.1930,3.8475,3.0550,-10.0102,-0.0481,1.0181,-15.3664
1.2119,3.8834,2.8874,-10.7739,0.0186,1.3287,-25.1221
1.2303,3.5841,3.3662,-10.5967,0.0990,1.7373,-31.2214
1.2494,4.5226,3.4907,-8.3031,0.1574,1.9094,-31.1985
1.2689,4.2521,3.2226,-8.2169,0.1214,1.9094,-16.3130
1.2877,4.6184,2.4493,-5.5354,0.1111,1.9094,-6.8397
1.3072,5.5929,1.0750,-3.0502,0.0633,1.4574,1.7176
1.3250,7.4771,1.3934,0.0455,0.0716,0.5071,3.4046
1.3433,8.0421,2.7270,-0.7877,0.0241,-0.4739,0.1374
1.3618,7.9057,2.2314,-3.4477,-0.0013,-1.0994,-3.1679
1.3810,7.0198,1.3479,-6.4452,-0.0492,-1.3878,-2.7252
1.4004,5.9304,2.2649,-6.5960,-0.1005,-1.6680,0.8092
1.4205,5.4684,2.4110,-6.5242,-0.1273,-1.8945,0.6489
1.4394,4.3527,3.2537,-7.1251,-0.1418,-1.9094,1.1679
1.4582,4.3646,3.5386,-9.9096,-0.1457,-1.9094,-2.8473
1.4780,3.6057,3.7373,-10.8409,-0.0992,-1.7036,-8.9847
1.4965,2.2984,3.6559,-12.6510,0.0096,-0.9305,-4.4809
1.5161,0.7685,3.2370,-13.1561,0.1063,-0.1135,4.1069
1.5343,2.3822,2.9760,-11.4275,0.0944,0.3123,8.1145
1.5532,3.7852,3.2082,-9.7468,0.0453,0.2981,2.7252
1.5720,3.5961,2.6815,-9.7516,0.0166,0.2378,2.5573
1.5912,2.1476,3.2106,-11.7867,-0.0147,0.4362,7.8168
1.6109,1.9441,3.3040,-14.3125,-0.0053,1.2130,16.7634
1.6290,2.9904,3.2968,-14.3580,0.0879,1.9094,13.0305
1.6472,7.3933,3.4596,-11.1139,0.0928,1.9094,-15.7176
1.6657,3.2825,4.5131,-8.5712,0.2498,1.9094,-13.3969
1.6846,4.4772,2.9257,-5.9233,0.2150,1.9094,-4.2672
1.7032,5.2792,1.7358,-3.0263,0.0932,1.9094,5.0916
1.7224,8.7795,-0.0646,1.3312,0.0601,1.1378,-0.2214
1.7412,8.3175,2.1691,0.6512,-0.0301,-0.0849,3.2443
1.7605,8.3725,2.3152,-1.4293,-0.0561,-0.8660,1.2748
1.7795,8.1786,2.0327,-4.8507,-0.0210,-1.0684,0.0763
1.7986,7.3957,2.0159,-6.3590,0.0012,-1.0047,1.2901
1.8174,7.5848,2.3990,-6.3255,-0.0052,-1.0124,-0.8168
1.8357,7.4915,2.0111,-7.4795,-0.0887,-1.2738,-3.6260
1.8550,6.1339,2.3320,-6.5529,-0.1720,-1.5383,-1.4198
1.8738,6.6607,2.8970,-5.7102,-0.1467,-1.7100,-3.1374
1.8933,5.6407,3.3232,-6.4021,-0.1442,-1.9094,-5.3130
1.9124,4.5011,3.1891,-6.4715,-0.1392,-1.9094,-12.5344
1.9311,4.3790,3.1029,-8.8992,-0.1172,-1.9094,-18.6412
1.9496,2.4397,3.5865,-11.0421,-0.0579,-1.6465,-15.2443
1.9672,1.4964,3.2944,-12.6988,0.0752,-0.9499,-4.4504
1.9858,-0.1867,1.8842,-16.9126,0.1649,0.5566,4.7176
2.0046,2.4325,3.6200,-13.0292,0.1339,0.7459,8.5649
2.0236,2.8826,3.9121,-12.1003,-0.0375,0.8092,12.7634
2.0431,2.5259,3.2226,-12.4355,-0.0845,1.2492,18.2672
2.0619,2.2314,3.5123,-9.5720,0.0619,1.9094,23.3053
2.0814,3.8211,4.1180,-9.0046,0.2960,1.9094,19.3359
2.1000,6.4284,3.6895,-6.0142,0.3211,1.9094,5.5802
2.1190,6.3973,2.7509,-5.1068,0.1393,1.9094,3.3893
2.1378,7.1180,1.2306,-2.5379,-0.0132,1.2507,1.4962
2.1571,8.3629,0.0455,-2.1308,-0.0271,0.4964,-2.3664
2.1762,8.0421,2.5211,-1.6305,0.0104,-0.0946,1.5191
2.1951,7.5537,1.9082,-3.0646,0.0293,-0.5783,4.1679
2.2142,7.2616,1.6664,-3.9504,0.0382,-0.9280,7.5496
2.2328,7.8099,0.8715,-5.5043,-0.0022,-1.3003,7.0000
2.2512,6.6870,1.8172,-6.7636,-0.1332,-1.7861,6.4427
2.2688,6.7708,3.2034,-5.6336,-0.1796,-1.9094,-3.2443
2.2876,6.2441,3.0526,-7.4962,-0.2224,-1.9094,-10.9008
2.3062,4.8387,3.3926,-8.9040,-0.2294,-1.9094,-17.1985
2.3257,3.8331,3.6703,-9.0764,-0.1104,-1.9027,-19.4198
2.3447,1.7909,3.1939,-11.3054,0.0255,-1.2603,-10.5802
2.3638,0.7638,2.1811,-13.2974,0.1206,-0.4360,-1.7557
2.3827,0.9313,3.2010,-13.6206,0.1763,0.4186,7.2214
2.4009,2.5139,3.7828,-14.2024,0.0983,0.8484,11.1298
2.4202,2.7557,3.0239,-12.9095,0.0083,1.2862,15.9237
2.4391,2.2242,3.8978,-12.0524,0.1292,1.9094,20.5115
2.4588,3.9887,3.6176,-10.8457,0.2619,1.9094,3.1908
2.4777,6.6463,4.1013,-6.0501,0.3129,1.9094,-6.6565
2.4968,5.3534,1.8244,-6.7995,0.1434,1.9094,2.6107
2.5156,7.5226,0.7159,-1.2163,0.0213,1.5533,-2.5267
2.5339,8.5904,0.4166,0.3591,0.0083,0.5668,-2.5191
2.5521,7.8290,2.0446,-0.5914,-0.0064,-0.3282,1.5725
2.5699,7.6040,1.7382,-2.4397,0.0048,-0.8786,4.6641
2.5877,7.7093,1.3527,-4.5849,0.0163,-1.1641,6.2366
2.6062,7.8769,1.0750,-6.6463,-0.0318,-1.3742,2.9313
2.6246,7.3502,2.2386,-6.6439,-0.1326,-1.6166,-2.5573
2.6432,6.8163,2.3415,-8.0589,-0.1838,-1.8415,-3.7786
2.6616,4.9895,3.3303,-6.2944,-0.2281,-1.9094,-2.8931
2.6974,5.1164,3.2082,-8.2097,-0.1449,-1.8143,-10.9160
2.7160,3.4524,2.6576,-10.0844,-0.0414,-1.4660,-11.2901
2.7355,2.0063,2.6695,-11.4156,0.0627,-0.9732,-4.3893
2.7538,1.7669,2.8276,-11.8250,0.1149,-0.4453,2.4046
2.7728,2.2529,2.9880,-12.1961,0.1109,-0.0228,5.0687
2.7917,2.6408,3.2801,-11.9399,0.0589,0.2285,4.6412
2.8106,3.4548,2.4349,-11.2144,-0.0041,0.4675,3.9847
2.8303,1.9201,3.1268,-11.2647,0.0435,0.9390,10.6489
2.8487,2.8108,2.8228,-12.4068,0.1689,1.7187,13.6718
2.8672,2.7701,3.4836,-12.3637,0.2194,1.9094,15.3969
2.8854,6.4284,3.9672,-9.8234,0.2296,1.9094,-3.5267
2.9044,3.6176,4.6400,-8.9543,0.2313,1.9094,7.4046
2.9228,6.6248,1.2139,-6.5745,0.1508,1.9094,-5.4275
2.9418,9.3182,-0.4908,-0.7446,0.1019,1.6910,-17.6947
2.9609,5.3606,0.3998,0.8308,0.0527,0.7031,-3.6107
2.9802,8.3869,1.4533,1.1875,0.0220,-0.2988,6.5420
2.9995,7.8338,1.1947,-1.4700,-0.0065,-1.0670,8.2748
3.0186,8.0182,1.3024,-4.2832,-0.0357,-1.4568,10.4198
3.0375,7.7812,1.5251,-5.2122,-0.0599,-1.8017,10.8015
3.0559,6.7947,2.0590,-8.4779,-0.2059,-1.9094,6.5802
3.0754,6.4835,2.6025,-8.4707,-0.2500,-1.9094,-2.3893
3.0943,5.4923,3.1196,-9.4858,-0.1945,-1.8801,-10.8931
3.1141,3.5769,3.4285,-10.7739,-0.1828,-1.4817,-5.1450
3.1335,3.2585,3.0981,-11.3605,-0.1168,-0.8770,0.1374
3.1518,3.5267,3.1077,-11.2144,-0.0090,-0.2833,2.2595
3.1703,3.4955,2.6432,-10.7308,0.0596,0.1730,5.8015
3.1882,3.5889,2.6336,-10.0892,0.0779,0.3902,8.6183
3.2074,4.5753,2.3990,-8.9040,0.0774,0.4602,7.3206
3.2256,4.9249,2.2913,-8.1283,0.0786,0.3988,5.1756
3.2437,4.8770,2.3607,-8.5641,0.0698,0.3431,4.4351
3.2632,4.3431,2.6791,-9.6343,0.0873,0.4965,7.3282
3.2818,4.1683,2.7845,-10.4555,0.1600,0.9967,11.1603
3.3012,5.0781,2.9425,-11.2120,0.2361,1.6146,8.4962
3.3372,6.2584,2.4684,-10.2089,0.2093,1.8998,0.0916
3.3606,7.7692,1.3192,-5.2529,-0.0036,1.3053,-9.0534
3.3830,7.1012,1.9585,-3.5721,-0.0314,0.6731,-5.0763
3.4020,7.5298,1.0056,-2.4804,-0.0205,0.1586,-3.0687
3.4204,7.7859,2.4373,-2.4181,0.0054,-0.3330,-1.2977
3.4390,7.9583,1.5275,-4.0366,0.0032,-0.7438,0.0763
3.4573,7.1994,1.1229,-4.8339,-0.0520,-1.1168,5.1603
3.4765,6.8690,1.2857,-5.0039,-0.1354,-1.6362,8.0382
3.4955,6.7756,1.6807,-5.8083,-0.2195,-1.9094,3.5802
3.5141,6.1938,1.6664,-7.5681,-0.2515,-1.9094,-6.3893
3.5329,4.3598,2.8060,-7.3837,-0.2246,-1.9094,-9.9847
3.5507,3.2106,3.0813,-8.7508,-0.1829,-1.9094,-12.9771
3.5688,2.2649,3.2441,-9.8976,-0.0037,-1.9094,-15.4275
3.5830,-4.5705,8.9256,-19.6133,0.6152,0.4772,-1.8779
3.5974,2.1524,-0.5507,-19.6061,-0.0070,0.7163,-2.0687
3.6107,2.2601,2.0399,-14.5208,0.0332,0.1932,3.5649
3.6244,2.4517,2.5690,-10.3525,-0.0830,0.0105,7.2901
3.6384,2.2673,2.5786,-12.6917,-0.1204,0.2851,9.4275
3.6522,2.1069,2.8539,-13.3381,-0.0460,0.9308,11.3206
3.6665,2.7007,3.5434,-13.9175,0.0490,1.7517,10.0153
3.6803,2.7581,3.8427,-12.4115,0.1929,1.9094,8.8168
3.6943,2.3511,4.0725,-10.4459,0.2731,1.9094,10.4733
3.7085,3.8666,2.7916,-9.3733,0.2868,1.9094,6.9237
3.7225,4.7932,2.3200,-7.3957,0.1787,1.9094,3.1374
3.7359,6.3398,2.1237,-7.1922,0.0251,1.9094,-0.9924
3.7499,8.8346,0.6057,-3.2250,-0.0381,1.9094,-11.7099
3.7629,8.1427,0.7781,-0.4549,-0.0094,1.6880,-17.7405
3.7763,6.6272,0.8164,-1.0032,0.0084,1.3026,-11.7634
3.7897,6.1459,0.4429,0.8882,0.0394,0.8066,-2.4885
3.8030,7.3287,1.0056,1.0487,0.0673,0.2404,0.0000
3.8172,8.0756,2.5570,0.3328,0.0614,-0.4282,6.1221
3.8307,8.0278,1.2330,-1.8699,0.0112,-1.0052,8.9389
3.8444,8.2145,0.8260,-3.5099,-0.0231,-1.3584,10.0076
3.8579,7.6902,0.3328,-5.3079,-0.0455,-1.5372,9.9542
3.8723,7.6279,0.4932,-6.2560,-0.0818,-1.6952,7.9542
3.8858,7.2856,1.6089,-6.3686,-0.1077,-1.8328,2.9847
3.8992,7.2161,2.0135,-7.7333,-0.1662,-1.9094,-2.1374
3.9129,7.3574,2.3367,-6.5960,-0.2026,-1.9094,-5.8779
3.9260,6.2369,3.2729,-6.0238,-0.2207,-1.9094,-12.1908
3.9396,5.6527,3.4477,-7.2592,-0.2116,-1.9094,-16.2824
3.9526,4.5226,3.1292,-9.0190,-0.2236,-1.9094,-16.6183
3.9655,3.4405,2.8323,-10.0604,-0.2206,-1.9087,-14.8397
3.9790,2.4756,3.0358,-10.7164,-0.1563,-1.5708,-10.7023
4.0000,2.0518,2.7438,-11.5448,-0.0495,-1.0409,-5.6718
4.0176,1.7885,3.0071,-12.3206,0.0307,-0.2892,4.5115
4.0368,2.4948,3.3112,-12.9790,0.0450,0.2949,8.3511
4.0557,2.6600,2.7246,-12.5839,0.0478,0.8442,12.5191
4.0750,1.9178,3.6655,-12.4259,0.0872,1.4739,20.7252
4.0945,4.2401,3.0670,-12.1218,0.1435,1.9094,5.1908
4.1136,5.7748,3.6966,-9.9479,0.2215,1.9094,-11.3511
4.1336,3.3088,2.7557,-9.4954,0.2553,1.9094,5.3435
4.1532,6.5936,0.6512,-2.3942,0.1895,1.9094,-11.6336
4.1725,7.7716,1.4916,-0.7901,0.1263,1.6012,-13.3511
4.1912,7.5705,0.8619,0.6776,0.0754,0.6992,-2.9466
4.2120,9.6726,1.5203,-0.4022,0.0228,-0.0168,3.0763
4.2308,8.1020,2.0590,-2.1045,0.0003,-0.7410,4.0458
4.2503,7.6926,1.0487,-4.2401,-0.0296,-1.1984,8.5954
4.2712,7.9057,1.1756,-5.9783,-0.0488,-1.4308,4.8015
4.2905,7.6950,1.7526,-6.6152,-0.0635,-1.4381,3.7557
4.3109,6.4907,2.0423,-6.6631,-0.0703,-1.4736,-0.0840
4.3304,7.3334,2.8252,-4.5083,-0.1237,-1.7938,-4.5038
4.3491,5.9687,2.7869,-6.3710,-0.1463,-1.9094,-8.1374
4.3691,4.4604,2.4301,-9.3302,-0.2257,-1.9094,-11.6183
4.3878,3.4117,3.0071,-9.8569,-0.2786,-1.9094,-11.8702
4.4072,2.6240,3.4884,-11.3413,-0.1752,-1.6842,-10.1527
4.4267,1.0271,3.7014,-15.0571,0.1178,-0.1627,-3.3435
4.4459,1.2402,3.1867,-13.2567,0.2002,1.0027,3.9389
4.4656,1.4844,3.0526,-12.7180,0.1885,1.4071,16.1679
4.4861,2.6695,3.3303,-13.2304,0.1259,1.8564,19.1145
4.5058,4.3383,3.2801,-11.3701,0.1256,1.9094,8.6947
4.5253,6.1124,2.9592,-7.9200,0.1745,1.9094,-1.6107
4.5447,4.8411,2.5977,-6.6032,0.1252,1.9094,1.6031
4.5636,6.3614,0.9984,-4.3766,0.0652,1.9094,-7.4046
4.5836,7.2592,0.4597,-1.4485,0.0415,1.3519,-10.6336
4.6035,7.3550,0.5986,-0.7494,0.0382,0.5566,-2.2672
4.6241,7.9009,2.5331,-0.5555,0.0329,-0.2238,3.5267
4.6435,7.5441,2.4086,-2.1213,0.0307,-0.7731,8.5344
4.6627,7.1539,1.2402,-3.7158,0.0515,-1.1897,14.0458
4.6814,7.2688,1.1660,-5.5689,0.0103,-1.5728,13.4962
4.7163,7.3909,1.0702,-8.4563,-0.0825,-1.8081,4.3130
4.7357,6.5841,2.5522,-7.5082,-0.1415,-1.9094,-2.7786
4.7548,6.2560,2.6576,-7.9033,-0.1620,-1.9094,-8.8015
4.7736,4.4125,2.6456,-8.5234,-0.1700,-1.9094,-13.1221
4.7929,3.1508,3.1795,-10.8505,-0.2425,-1.9094,-13.1450
4.8113,1.8938,3.6392,-11.3844,-0.1600,-1.7461,-6.5420
4.8311,-2.3774,2.7845,-19.6133,0.2013,0.7952,-3.8931
4.8502,1.9776,3.9361,-13.2160,0.0667,0.5439,7.7176
4.8692,2.3583,2.7438,-10.3884,-0.0580,0.4867,10.0534
4.8880,3.1747,2.8898,-12.0428,-0.0416,1.0272,10.0534
4.9069,2.7821,3.0742,-12.1961,0.0600,1.8242,9.3359
4.9251,4.8004,3.2753,-10.7236,0.2163,1.9094,-2.4809
4.9431,2.6600,3.4836,-10.2232,0.3037,1.9094,3.6870
4.9612,5.1906,1.9249,-7.6279,0.2188,1.9094,-0.7176
4.9804,8.5904,1.1013,-3.3639,0.0804,1.9094,-24.6031
4.9989,6.2201,1.7358,-3.1220,0.0770,1.5399,-18.2595
5.0186,7.1132,1.3671,-3.5602,0.1105,1.2659,-2.8321
5.0371,7.4986,1.2689,-0.5866,0.1193,0.8338,7.3664
5.0564,7.8961,1.3144,-0.4956,0.1111,0.1201,10.8779
5.0756,9.6175,1.5419,-1.7573,0.0117,-0.7508,5.6489
5.0942,8.0302,0.4884,-4.3431,-0.0931,-1.2868,8.6260
5.1140,7.8913,0.7254,-4.9728,-0.1022,-1.5420,9.9695
5.1325,7.2065,0.4908,-6.8402,-0.0964,-1.6775,6.8779
5.1523,7.6614,2.0877,-6.5936,-0.1049,-1.9094,1.8397
5.1711,7.4172,3.0861,-4.6615,-0.2217,-1.9094,-8.2214
5.1911,5.6743,3.1843,-6.7852,-0.3249,-1.9094,-13.7557
5.2106,4.2521,2.7078,-9.6702,-0.2956,-1.9094,-19.9313
5.2287,1.8124,2.9113,-11.3629,-0.1679,-1.9023,-12.8931
5.2478,0.5315,2.9975,-13.1011,0.0605,-0.7547,-1.9389
5.2655,1.0942,3.0885,-14.4346,0.2242,0.5272,5.2443
5.2840,3.0694,3.4453,-13.2639,0.2139,1.0823,7.0763
5.3036,2.8635,3.1460,-12.1793,0.0442,1.1311,9.9084
5.3223,2.6983,3.0478,-12.1171,-0.0041,1.5085,15.9847
5.3415,3.6966,3.3351,-11.4012,0.1245,1.9094,11.2595
5.3600,5.7126,3.4548,-10.2568,0.2704,1.9094,-4.8244
5.3791,4.7214,2.4804,-8.2552,0.2545,1.9094,-9.2366
5.4004,7.0701,1.0558,-2.4588,0.1838,1.9094,-6.4198
5.4190,7.1347,0.0694,-0.8499,0.0759,1.7167,-1.9160
5.4376,8.2145,0.1652,1.7597,0.0590,0.6054,-1.0382
5.4724,8.4252,2.3894,1.0080,-0.0514,-1.1603,7.4962
5.4914,8.2073,0.8523,-4.5921,-0.0978,-1.6690,7.2901
5.5118,7.4962,1.1372,-5.5522,-0.0469,-1.7159,5.6718
5.5313,7.0916,1.3264,-7.6998,-0.0540,-1.6449,-0.9847
5.5498,7.4891,2.4828,-7.6303,-0.1224,-1.7380,-6.8397
5.5675,6.9911,2.6264,-9.2536,-0.2095,-1.7974,-10.5115
5.5865,5.6599,2.9928,-7.4148,-0.2722,-1.8899,-12.1145
5.6054,4.5873,2.6193,-8.6742,-0.2359,-1.7941,-13.1603
5.6245,3.8906,2.8778,-9.9599,-0.1956,-1.5705,-12.9542
5.6433,3.3662,2.9856,-10.6422,-0.0956,-1.1475,-10.6565
5.6621,2.3487,2.7581,-11.8465,0.0062,-0.5495,-4.7863
5.6808,2.2458,2.7557,-12.1554,0.0528,-0.0082,1.2443
5.7006,2.3822,2.6624,-11.6741,0.0259,0.2942,5.8931
5.7202,2.9784,2.4708,-10.6518,-0.0262,0.4185,11.6107
5.7393,3.3232,3.1795,-10.5345,-0.0265,0.6346,12.9771
5.7592,4.2880,2.4325,-9.5098,0.0132,0.8988,7.0534
5.7781,5.2744,3.1987,-9.3063,0.0799,1.1836,1.6565
5.7969,4.0055,3.4884,-9.7899,0.2930,1.8075,3.0840
5.8162,2.7366,2.9113,-10.5824,0.4531,1.9094,16.0611
5.8354,4.8890,2.0973,-9.7229,0.3310,1.9094,16.7252
5.8548,7.6447,1.6017,-4.9368,0.1611,1.9094,5.2595
5.8730,9.4523,1.1468,-2.3535,0.0436,1.3162,-5.1908
5.8909,7.6830,1.0247,-1.5419,-0.0059,0.5937,-0.8626
5.9101,7.0222,1.1037,-0.8571,-0.0231,-0.2277,4.6260
5.9290,8.1427,2.1428,-2.9616,-0.0336,-0.7433,7.7328
5.9483,7.6638,1.2450,-4.8554,-0.0285,-0.8973,7.3893
5.9672,7.8793,1.1660,-6.3901,-0.0171,-0.9405,4.9847
5.9854,8.0637,1.0080,-7.4101,-0.0333,-0.9784,0.2595
6.0044,7.8578,1.3647,-6.6798,-0.0704,-1.1033,-2.0076
6.0237,7.4986,2.2889,-7.2544,-0.1047,-1.3096,-5.7099
6.0432,7.6207,2.2051,-5.9352,-0.1961,-1.6164,-9.1450
6.0625,6.0980,2.3511,-5.9855,-0.2475,-1.9094,-10.3206
6.0824,4.4915,2.4924,-7.3813,-0.2400,-1.9094,-8.6641
6.1013,3.1412,2.4325,-8.6479,-0.1923,-1.8898,-5.1069
6.1202,2.8970,2.9449,-8.8514,-0.0844,-1.6538,-4.7481
6.1395,2.9305,2.8228,-11.0349,0.0808,-1.0817,-6.4046
6.1583,2.2841,3.1436,-12.9143,0.1654,-0.2992,-4.6565
6.1773,2.0518,2.1883,-13.6900,0.1083,0.2957,-2.1603
6.1954,1.8866,2.5402,-11.7723,-0.0248,0.2855,5.0840
6.2141,1.7047,2.6887,-11.6526,-0.0308,0.6476,9.9389
6.2339,1.8579,2.8132,-12.5983,0.0507,1.4435,14.9160
6.2523,3.9720,2.9592,-12.3996,0.1439,1.9094,6.4809
6.2716,5.1547,3.1388,-10.1897,0.1354,1.9094,-4.9160
6.2903,5.5569,3.1053,-8.6838,0.1821,1.9094,-13.2366
6.3096,4.7573,2.5379,-7.0150,0.1200,1.9094,-9.7481
6.3290,5.6000,1.6305,-4.7884,0.0945,1.9094,-0.3282
6.3479,6.3805,0.3519,-2.5666,0.0992,1.4803,0.5344
6.3677,6.6918,0.8140,-0.2897,0.1224,0.7280,9.4504
6.3871,8.4300,2.1931,1.0032,0.1062,-0.1858,11.5344
6.4068,7.4484,1.1444,-2.0662,0.0185,-1.0487,16.1298
6.4268,7.6902,0.0886,-4.4556,-0.1059,-1.8457,14.5649
6.4461,7.4651,-0.5770,-6.1076,-0.2186,-1.9094,10.1832
6.4653,6.3183,1.7573,-7.1682,-0.2240,-1.9094,0.4656
6.4841,5.5091,2.7054,-8.8945,-0.2250,-1.9094,-10.0076
6.5023,3.9145,3.6081,-9.4643,-0.3106,-1.9094,-13.9618
6.5216,2.5187,3.6033,-10.0341,-0.2018,-1.9094,-13.6870
6.5401,-4.0606,10.2304,-19.6133,0.6859,0.4728,5.0840
6.5589,2.0494,0.2179,-19.4601,-0.2002,1.1388,7.9618
6.5777,4.0917,1.2641,-11.5185,-0.0553,0.3246,8.3511
6.5971,2.8778,2.5905,-12.2535,-0.0481,0.6653,10.1679
6.6163,2.4804,3.3208,-13.2639,0.0641,1.5942,11.0534
6.6353,3.5051,3.5458,-12.8664,0.2113,1.9094,2.6870
6.6551,4.5107,3.6679,-9.5888,0.2991,1.9094,-2.4046
6.6741,4.3263,2.5929,-8.6000,0.2532,1.9094,-3.7099
6.6928,5.9017,0.5986,-6.3805,0.0521,1.9094,-2.8015
6.7126,7.2640,0.0622,-2.3559,0.0073,1.6709,-8.2061
6.7322,7.5896,0.3759,0.2442,0.0190,0.7264,-2.7328
6.7518,8.1930,2.0901,1.1708,0.0191,-0.1890,2.8397
6.7712,7.6160,1.2043,-1.3599,0.0111,-0.9677,8.3817
6.7905,7.5274,0.7374,-3.5434,-0.0333,-1.5098,8.5267
6.8090,7.2496,0.9146,-4.8818,-0.0949,-1.8385,5.3511
6.8267,7.8075,1.6664,-6.6750,-0.1112,-1.9092,-2.7634
6.8456,7.8985,2.4995,-8.6790,-0.1712,-1.9094,-8.5038
6.8646,6.8690,2.5905,-8.3366,-0.1662,-1.7963,-9.6260
6.8831,5.3917,2.6121,-8.7101,-0.1724,-1.5993,-9.6718
